Symbol,Date,Expiry,Strike Price,Close_CE,Close_PE
INFY,20-12-2022,29-12-2022,1060,357.95,3.3
INFY,20-12-2022,29-12-2022,1940,0.25,515.45
INFY,20-12-2022,29-12-2022,1000,415.05,1.3
INFY,20-12-2022,29-12-2022,1100,320.95,5.7
INFY,20-12-2022,29-12-2022,1080,339.3,1.4
INFY,20-12-2022,29-12-2022,1040,532,0.8
INFY,20-12-2022,29-12-2022,1160,267.85,11.7
INFY,20-12-2022,29-12-2022,1140,285.15,0.45
INFY,20-12-2022,29-12-2022,1120,302.9,7.35
INFY,20-12-2022,29-12-2022,1220,218.55,21.55
INFY,20-12-2022,29-12-2022,1200,410,0.45
INFY,20-12-2022,29-12-2022,1180,250.9,0.25
INFY,20-12-2022,29-12-2022,1260,188.45,10
INFY,20-12-2022,29-12-2022,1240,203.2,2.85
INFY,20-12-2022,29-12-2022,1360,123.9,0.35
INFY,20-12-2022,29-12-2022,1320,147.7,0.35
INFY,20-12-2022,29-12-2022,1340,135.5,0.3
INFY,20-12-2022,29-12-2022,1300,273.3,0.35
INFY,20-12-2022,29-12-2022,1280,174.2,0.1
INFY,20-12-2022,29-12-2022,1380,240,0.6
INFY,20-12-2022,29-12-2022,1400,112,1
INFY,20-12-2022,29-12-2022,1480,41.75,9.5
INFY,20-12-2022,29-12-2022,1440,74.55,3.3
INFY,20-12-2022,29-12-2022,1420,92,1.8
INFY,20-12-2022,29-12-2022,1520,17.5,24.9
INFY,20-12-2022,29-12-2022,1500,28.3,15.8
INFY,20-12-2022,29-12-2022,1460,57.85,5.55
INFY,20-12-2022,29-12-2022,1580,3.85,70.75
INFY,20-12-2022,29-12-2022,1560,6.05,54.1
INFY,20-12-2022,29-12-2022,1540,10.15,37.8
INFY,20-12-2022,29-12-2022,1640,1.6,127.75
INFY,20-12-2022,29-12-2022,1620,2.15,108
INFY,20-12-2022,29-12-2022,1600,2.95,90.1
INFY,20-12-2022,29-12-2022,1680,1.1,165.4
INFY,20-12-2022,29-12-2022,1700,1,187.3
INFY,20-12-2022,29-12-2022,1660,1.2,150
INFY,20-12-2022,29-12-2022,1780,0.6,365.3
INFY,20-12-2022,29-12-2022,1740,0.7,251.85
INFY,20-12-2022,29-12-2022,1720,0.85,230
INFY,20-12-2022,29-12-2022,1840,0.45,420.65
INFY,20-12-2022,29-12-2022,1820,0.4,402.05
INFY,20-12-2022,29-12-2022,1800,0.55,286.45
INFY,20-12-2022,29-12-2022,1760,0.65,247.05
INFY,20-12-2022,29-12-2022,1880,0.15,458.25
INFY,20-12-2022,29-12-2022,1860,0.4,439.4
INFY,20-12-2022,29-12-2022,1920,0.15,496.3
INFY,20-12-2022,29-12-2022,1900,0.15,265.25
INFY,20-12-2022,29-12-2022,1980,0.3,316.1
INFY,20-12-2022,29-12-2022,1960,0.3,315
INFY,20-12-2022,29-12-2022,1020,553,0.6
INFY,20-12-2022,25-01-2023,1280,278.35,14
INFY,20-12-2022,25-01-2023,1240,312.9,9.2
INFY,20-12-2022,25-01-2023,1380,199.8,33.85
INFY,20-12-2022,25-01-2023,1340,229.65,5.8
INFY,20-12-2022,25-01-2023,1300,261.65,3.1
INFY,20-12-2022,25-01-2023,1440,159.15,18.35
INFY,20-12-2022,25-01-2023,1400,128.8,10.55
INFY,20-12-2022,25-01-2023,1360,214.45,5.9
INFY,20-12-2022,25-01-2023,1480,69.1,30.9
INFY,20-12-2022,25-01-2023,1420,172.05,13.5
INFY,20-12-2022,25-01-2023,1540,39.55,59.5
INFY,20-12-2022,25-01-2023,1500,59.2,38.75
INFY,20-12-2022,25-01-2023,1460,70.05,24.1
INFY,20-12-2022,25-01-2023,1600,20.2,99.7
INFY,20-12-2022,25-01-2023,1560,31.85,71
INFY,20-12-2022,25-01-2023,1520,48.7,48.8
INFY,20-12-2022,25-01-2023,1660,10.25,170.05
INFY,20-12-2022,25-01-2023,1620,16.1,125
INFY,20-12-2022,25-01-2023,1580,25.15,82.4
INFY,20-12-2022,25-01-2023,1680,8.35,139.15
INFY,20-12-2022,25-01-2023,1700,6.65,183.5
INFY,20-12-2022,25-01-2023,1640,12.8,154.05
INFY,20-12-2022,25-01-2023,1720,5,161.7
INFY,20-12-2022,25-01-2023,1740,4.35,220
INFY,20-12-2022,25-01-2023,1840,20.85,307.6
INFY,20-12-2022,25-01-2023,1780,3.4,257.5
INFY,20-12-2022,25-01-2023,1800,2.8,280
INFY,20-12-2022,25-01-2023,1760,3.95,241.5
INFY,20-12-2022,25-01-2023,1880,16.25,342.35
INFY,20-12-2022,25-01-2023,1860,18.4,324.85
INFY,20-12-2022,25-01-2023,1820,23.5,290.6
INFY,20-12-2022,25-01-2023,1960,9.7,414.55
INFY,20-12-2022,25-01-2023,1900,1.65,360.1
INFY,20-12-2022,25-01-2023,1920,5.65,378.05
INFY,20-12-2022,25-01-2023,1980,1,433
INFY,20-12-2022,25-01-2023,1940,11.05,396.2
INFY,20-12-2022,25-01-2023,1000,540.15,0.25
INFY,20-12-2022,25-01-2023,1080,462.25,1.1
INFY,20-12-2022,25-01-2023,1040,501.05,0.55
INFY,20-12-2022,25-01-2023,1060,481.6,0.8
INFY,20-12-2022,25-01-2023,1020,520.6,0.4
INFY,20-12-2022,25-01-2023,1140,404.75,2.65
INFY,20-12-2022,25-01-2023,1100,442.95,1.5
INFY,20-12-2022,25-01-2023,1120,423.8,2
INFY,20-12-2022,25-01-2023,1200,348.85,1.8
INFY,20-12-2022,25-01-2023,1160,385.9,3.5
INFY,20-12-2022,25-01-2023,1180,367.25,4.55
INFY,20-12-2022,25-01-2023,1260,295.45,11.4
INFY,20-12-2022,25-01-2023,1220,330.75,7.35
INFY,20-12-2022,25-01-2023,1320,245.4,20.45
INFY,20-12-2022,23-02-2023,1780,59.85,180.95
INFY,20-12-2022,23-02-2023,1860,39.8,239.6
INFY,20-12-2022,23-02-2023,1820,48.9,209.35
INFY,20-12-2022,23-02-2023,1340,322.65,10.95
INFY,20-12-2022,23-02-2023,1360,305.35,13.3
INFY,20-12-2022,23-02-2023,1420,255.8,22.8
INFY,20-12-2022,23-02-2023,1280,376.45,5.7
INFY,20-12-2022,23-02-2023,1300,358.2,7.15
INFY,20-12-2022,23-02-2023,1320,340.25,8.9
INFY,20-12-2022,23-02-2023,1460,225.05,31.4
INFY,20-12-2022,23-02-2023,1380,288.4,16.05
INFY,20-12-2022,23-02-2023,1400,271.9,20.05
INFY,20-12-2022,23-02-2023,1480,96.3,85
INFY,20-12-2022,23-02-2023,1500,81.85,50
INFY,20-12-2022,23-02-2023,1520,182.8,48.2
INFY,20-12-2022,23-02-2023,1440,240.2,26.85
INFY,20-12-2022,23-02-2023,1540,169.9,35
INFY,20-12-2022,23-02-2023,1560,157.55,62.25
INFY,20-12-2022,23-02-2023,1580,85.85,70.15
INFY,20-12-2022,23-02-2023,1600,36.4,123
INFY,20-12-2022,23-02-2023,1620,124,87.75
INFY,20-12-2022,23-02-2023,1720,79.85,141.95
INFY,20-12-2022,23-02-2023,1640,114.05,97.4
INFY,20-12-2022,23-02-2023,1660,104.65,107.7
INFY,20-12-2022,23-02-2023,1760,66,167.45
INFY,20-12-2022,23-02-2023,1680,95.8,118.55
INFY,20-12-2022,23-02-2023,1700,16.75,129.95
INFY,20-12-2022,23-02-2023,1800,8,197
INFY,20-12-2022,23-02-2023,1740,20.2,154.45
INFY,20-12-2022,23-02-2023,1840,44.2,224.3
INFY,20-12-2022,23-02-2023,1880,10.75,255.15
INFY,20-12-2021,30-12-2021,1140,546.6,0.55
INFY,20-12-2021,30-12-2021,2160,8.5,472.65
INFY,20-12-2021,30-12-2021,1220,468.65,1.8
INFY,20-12-2021,30-12-2021,1180,507.45,1
INFY,20-12-2021,30-12-2021,1160,527,0.75
INFY,20-12-2021,30-12-2021,1280,411.4,3.95
INFY,20-12-2021,30-12-2021,1260,430.3,3.05
INFY,20-12-2021,30-12-2021,1240,449.4,2.35
INFY,20-12-2021,30-12-2021,1200,523,0.5
INFY,20-12-2021,30-12-2021,1320,374.15,6.35
INFY,20-12-2021,30-12-2021,1300,407,0.15
INFY,20-12-2021,30-12-2021,1380,320.3,11.9
INFY,20-12-2021,30-12-2021,1360,337.95,9.75
INFY,20-12-2021,30-12-2021,1340,355.9,7.9
INFY,20-12-2021,30-12-2021,1440,269.6,4.2
INFY,20-12-2021,30-12-2021,1420,286.1,17.3
INFY,20-12-2021,30-12-2021,1400,324,0.65
INFY,20-12-2021,30-12-2021,1500,302.05,1
INFY,20-12-2021,30-12-2021,1480,237.95,28.65
INFY,20-12-2021,30-12-2021,1460,253.55,24.4
INFY,20-12-2021,30-12-2021,1560,203.7,1.25
INFY,20-12-2021,30-12-2021,1540,194.35,1.25
INFY,20-12-2021,30-12-2021,1520,208.4,1
INFY,20-12-2021,30-12-2021,1620,182.55,1.95
INFY,20-12-2021,30-12-2021,1600,205.15,1.85
INFY,20-12-2021,30-12-2021,1580,168,1.65
INFY,20-12-2021,30-12-2021,1680,125.15,3
INFY,20-12-2021,30-12-2021,1660,145.35,2.5
INFY,20-12-2021,30-12-2021,1640,164.35,2.25
INFY,20-12-2021,30-12-2021,1720,87.65,4.9
INFY,20-12-2021,30-12-2021,1700,109.15,3.8
INFY,20-12-2021,30-12-2021,1780,39.2,15.6
INFY,20-12-2021,30-12-2021,1800,27.5,23.6
INFY,20-12-2021,30-12-2021,1760,54.1,10.3
INFY,20-12-2021,30-12-2021,1740,70.1,6.8
INFY,20-12-2021,30-12-2021,1860,8.5,64.7
INFY,20-12-2021,30-12-2021,1840,12.4,48.7
INFY,20-12-2021,30-12-2021,1820,18.7,34.65
INFY,20-12-2021,30-12-2021,1880,6.15,81.8
INFY,20-12-2021,30-12-2021,1900,4.65,99.5
INFY,20-12-2021,30-12-2021,1980,1.5,311.05
INFY,20-12-2021,30-12-2021,1960,2,294.25
INFY,20-12-2021,30-12-2021,1920,3.4,118
INFY,20-12-2021,30-12-2021,1940,2.55,112.05
INFY,20-12-2021,30-12-2021,2020,20,345.5
INFY,20-12-2021,30-12-2021,2000,1.4,189
INFY,20-12-2021,30-12-2021,2080,13.95,398.9
INFY,20-12-2021,30-12-2021,2040,1.05,363.05
INFY,20-12-2021,30-12-2021,2060,15.75,380.9
INFY,20-12-2021,30-12-2021,2180,0.2,491.45
INFY,20-12-2021,30-12-2021,2140,9.65,454
INFY,20-12-2021,30-12-2021,2100,0.9,417.1
INFY,20-12-2021,30-12-2021,2120,10.9,435.45
INFY,20-12-2021,30-12-2021,1120,650,0.05
INFY,20-12-2021,27-01-2022,1340,383,6.25
INFY,20-12-2021,27-01-2022,1300,420.25,3.9
INFY,20-12-2021,27-01-2022,1380,346.7,9.55
INFY,20-12-2021,27-01-2022,1360,364.7,7.75
INFY,20-12-2021,27-01-2022,1440,294.6,16.95
INFY,20-12-2021,27-01-2022,1400,328.95,2.1
INFY,20-12-2021,27-01-2022,1420,311.6,14.1
INFY,20-12-2021,27-01-2022,1500,246.2,5
INFY,20-12-2021,27-01-2022,1460,278.05,20.15
INFY,20-12-2021,27-01-2022,1480,261.85,23.8
INFY,20-12-2021,27-01-2022,1520,230.95,32.5
INFY,20-12-2021,27-01-2022,1540,216.3,37.65
INFY,20-12-2021,27-01-2022,1620,162.85,6.3
INFY,20-12-2021,27-01-2022,1580,188.4,49.4
INFY,20-12-2021,27-01-2022,1600,258.3,8.4
INFY,20-12-2021,27-01-2022,1560,202.1,43.25
INFY,20-12-2021,27-01-2022,1680,128.9,88.9
INFY,20-12-2021,27-01-2022,1640,150.95,12
INFY,20-12-2021,27-01-2022,1660,139.65,25
INFY,20-12-2021,27-01-2022,1740,100.2,29.65
INFY,20-12-2021,27-01-2022,1700,128.2,20.45
INFY,20-12-2021,27-01-2022,1800,62.95,53.1
INFY,20-12-2021,27-01-2022,1760,85,36.4
INFY,20-12-2021,27-01-2022,1720,128.45,25.55
INFY,20-12-2021,27-01-2022,1820,54.5,168.3
INFY,20-12-2021,27-01-2022,1780,74,45.15
INFY,20-12-2021,27-01-2022,1880,35,210.05
INFY,20-12-2021,27-01-2022,1840,47.5,77.05
INFY,20-12-2021,27-01-2022,1860,40.8,97.9
INFY,20-12-2021,27-01-2022,1940,19,255.7
INFY,20-12-2021,27-01-2022,1900,28.2,119.65
INFY,20-12-2021,27-01-2022,1920,22.4,240.2
INFY,20-12-2021,27-01-2022,2000,11.85,304.55
INFY,20-12-2021,27-01-2022,1960,16.7,271.7
INFY,20-12-2021,27-01-2022,1980,13.6,287.95
INFY,20-12-2021,27-01-2022,2060,19.7,356.05
INFY,20-12-2021,27-01-2022,2020,10,321.45
INFY,20-12-2021,27-01-2022,2040,22.05,338.65
INFY,20-12-2021,27-01-2022,2120,13.85,409.6
INFY,20-12-2021,27-01-2022,2080,17.5,373.7
INFY,20-12-2021,27-01-2022,2140,12.25,427.85
INFY,20-12-2021,27-01-2022,2160,10.85,446.25
INFY,20-12-2021,27-01-2022,2100,6.95,391.55
INFY,20-12-2021,27-01-2022,2180,9.6,464.8
INFY,20-12-2021,27-01-2022,1140,575.2,0.4
INFY,20-12-2021,27-01-2022,1160,555.55,0.55
INFY,20-12-2021,27-01-2022,1120,594.9,0.3
INFY,20-12-2021,27-01-2022,1200,516.4,1
INFY,20-12-2021,27-01-2022,1220,496.95,1.35
INFY,20-12-2021,27-01-2022,1180,535.95,0.75
INFY,20-12-2021,27-01-2022,1260,458.3,2.35
INFY,20-12-2021,27-01-2022,1280,439.2,3.05
INFY,20-12-2021,27-01-2022,1240,477.55,1.8
INFY,20-12-2021,27-01-2022,1320,401.5,4.95
INFY,20-12-2021,24-02-2022,1560,215.1,37.45
INFY,20-12-2021,24-02-2022,1440,310.5,13.95
INFY,20-12-2021,24-02-2022,1500,260.7,23.6
INFY,20-12-2021,24-02-2022,1600,187.2,23.5
INFY,20-12-2021,24-02-2022,1620,174.15,55.85
INFY,20-12-2021,24-02-2022,1540,229.8,32.3
INFY,20-12-2021,24-02-2022,1640,161.65,63.2
INFY,20-12-2021,24-02-2022,1660,149.75,71.1
INFY,20-12-2021,24-02-2022,1680,138.45,79.6
INFY,20-12-2021,24-02-2022,1780,90.65,130.8
INFY,20-12-2021,24-02-2022,1700,110,37.75
INFY,20-12-2021,24-02-2022,1720,117.6,98.35
INFY,20-12-2021,24-02-2022,1820,75.45,155.2
INFY,20-12-2021,24-02-2022,1740,108.05,108.6
INFY,20-12-2021,24-02-2022,1760,99.05,119.4
INFY,20-12-2021,24-02-2022,1860,62.3,181.65
INFY,20-12-2021,24-02-2022,1800,85.05,70
INFY,20-12-2021,24-02-2022,1900,39,210
INFY,20-12-2021,24-02-2022,1920,46.15,224.95
INFY,20-12-2021,24-02-2022,1840,68.6,168.2
INFY,20-12-2021,24-02-2022,1960,37.4,255.8
INFY,20-12-2021,24-02-2022,1980,33.6,271.75
INFY,20-12-2021,24-02-2022,1880,56.45,195.6
INFY,20-12-2021,24-02-2022,2000,30.1,288.1
INFY,20-12-2021,24-02-2022,2020,26.95,304.75
INFY,20-12-2021,24-02-2022,1940,41.6,240.2
INFY,20-12-2021,24-02-2022,2040,24.05,321.65
INFY,20-12-2021,24-02-2022,2060,21.45,338.85
INFY,20-12-2021,24-02-2022,2080,19.1,356.3
INFY,20-12-2021,24-02-2022,2100,17,374
INFY,20-12-2021,24-02-2022,2120,15.1,391.9
INFY,20-12-2021,24-02-2022,2140,13.35,410
INFY,20-12-2021,24-02-2022,2160,11.8,428.25
INFY,20-12-2021,24-02-2022,2180,10.45,446.7
INFY,20-12-2021,24-02-2022,1120,613.55,0.2
INFY,20-12-2021,24-02-2022,1140,593.85,0.25
INFY,20-12-2021,24-02-2022,1160,574.15,0.4
INFY,20-12-2021,24-02-2022,1180,554.5,0.55
INFY,20-12-2021,24-02-2022,1200,534.9,0.75
INFY,20-12-2021,24-02-2022,1220,515.35,1
INFY,20-12-2021,24-02-2022,1240,495.9,1.35
INFY,20-12-2021,24-02-2022,1340,400.45,4.9
INFY,20-12-2021,24-02-2022,1260,476.5,1.75
INFY,20-12-2021,24-02-2022,1280,457.25,2.3
INFY,20-12-2021,24-02-2022,1380,363.6,7.65
INFY,20-12-2021,24-02-2022,1300,438.15,3
INFY,20-12-2021,24-02-2022,1320,419.2,3.85
INFY,20-12-2021,24-02-2022,1420,327.85,11.55
INFY,20-12-2021,24-02-2022,1360,381.9,6.15
INFY,20-12-2021,24-02-2022,1460,293.5,16.75
INFY,20-12-2021,24-02-2022,1480,276.9,20
INFY,20-12-2021,24-02-2022,1400,345.55,9.45
INFY,20-12-2021,24-02-2022,1520,245,27.7
INFY,20-12-2021,24-02-2022,1580,200.9,43.05
INFY,20-10-2022,29-12-2022,1220,218.55,21.55
INFY,20-10-2022,29-12-2022,1200,234.5,5.5
INFY,20-10-2022,29-12-2022,1300,103.55,9.25
INFY,20-10-2022,29-12-2022,1280,174.2,36.3
INFY,20-10-2022,29-12-2022,1260,188.45,10
INFY,20-10-2022,29-12-2022,1360,123.9,64.8
INFY,20-10-2022,29-12-2022,1380,113.05,73.6
INFY,20-10-2022,29-12-2022,1340,135.5,20
INFY,20-10-2022,29-12-2022,1320,147.7,49.15
INFY,20-10-2022,29-12-2022,1460,76.25,115.6
INFY,20-10-2022,29-12-2022,1440,84.45,104.1
INFY,20-10-2022,29-12-2022,1420,93.3,93.3
INFY,20-10-2022,29-12-2022,1400,120,22.7
INFY,20-10-2022,29-12-2022,1520,55.2,153.65
INFY,20-10-2022,29-12-2022,1500,59.75,61.5
INFY,20-10-2022,29-12-2022,1480,68.65,127.7
INFY,20-10-2022,29-12-2022,1580,16.6,196.7
INFY,20-10-2022,29-12-2022,1560,43.95,181.8
INFY,20-10-2022,29-12-2022,1540,49.35,167.45
INFY,20-10-2022,29-12-2022,1640,27.15,243.8
INFY,20-10-2022,29-12-2022,1620,30.75,227.7
INFY,20-10-2022,29-12-2022,1600,25,212
INFY,20-10-2022,29-12-2022,1740,14.15,329.3
INFY,20-10-2022,29-12-2022,1700,9.7,294.2
INFY,20-10-2022,29-12-2022,1720,25.2,311.65
INFY,20-10-2022,29-12-2022,1680,21.05,277.1
INFY,20-10-2022,29-12-2022,1660,23.95,260.3
INFY,20-10-2022,29-12-2022,1820,8.1,402.05
INFY,20-10-2022,29-12-2022,1780,10.75,365.3
INFY,20-10-2022,29-12-2022,1760,12.35,347.2
INFY,20-10-2022,29-12-2022,1880,5.25,458.25
INFY,20-10-2022,29-12-2022,1860,6.1,439.4
INFY,20-10-2022,29-12-2022,1840,7.05,420.65
INFY,20-10-2022,29-12-2022,1800,5.75,383.6
INFY,20-10-2022,29-12-2022,1960,2.85,534.7
INFY,20-10-2022,29-12-2022,1940,3.35,515.45
INFY,20-10-2022,29-12-2022,1920,3.9,496.3
INFY,20-10-2022,29-12-2022,1900,4.5,477.25
INFY,20-10-2022,29-12-2022,1980,2.45,554
INFY,20-10-2022,29-12-2022,1040,376.8,2.5
INFY,20-10-2022,29-12-2022,1000,415.05,1.3
INFY,20-10-2022,29-12-2022,1100,320.95,5.7
INFY,20-10-2022,29-12-2022,1080,339.3,4.4
INFY,20-10-2022,29-12-2022,1060,357.95,3.3
INFY,20-10-2022,29-12-2022,1020,395.85,1.8
INFY,20-10-2022,29-12-2022,1180,250.9,14.5
INFY,20-10-2022,29-12-2022,1160,267.85,11.7
INFY,20-10-2022,29-12-2022,1140,285.15,9.35
INFY,20-10-2022,29-12-2022,1120,302.9,7.35
INFY,20-10-2022,29-12-2022,1240,203.2,25.85
INFY,20-10-2022,27-10-2022,1040,491.85,0.25
INFY,20-10-2022,27-10-2022,1020,511.4,0.5
INFY,20-10-2022,27-10-2022,1000,476.5,0.1
INFY,20-10-2022,27-10-2022,1080,453.05,1.4
INFY,20-10-2022,27-10-2022,1100,388.9,0.05
INFY,20-10-2022,27-10-2022,1060,472.4,1
INFY,20-10-2022,27-10-2022,1220,322.3,0.35
INFY,20-10-2022,27-10-2022,1200,295,0.3
INFY,20-10-2022,27-10-2022,1160,377,0.2
INFY,20-10-2022,27-10-2022,1180,358.5,0.1
INFY,20-10-2022,27-10-2022,1140,395.75,0.2
INFY,20-10-2022,27-10-2022,1120,414.7,0.35
INFY,20-10-2022,27-10-2022,1280,270.55,0.4
INFY,20-10-2022,27-10-2022,1260,287.4,0.4
INFY,20-10-2022,27-10-2022,1240,185,0.45
INFY,20-10-2022,27-10-2022,1360,128,0.85
INFY,20-10-2022,27-10-2022,1340,143.5,0.7
INFY,20-10-2022,27-10-2022,1320,158.55,0.5
INFY,20-10-2022,27-10-2022,1300,187.25,0.5
INFY,20-10-2022,27-10-2022,1420,67.75,2
INFY,20-10-2022,27-10-2022,1440,49.2,2.95
INFY,20-10-2022,27-10-2022,1400,88.3,1.55
INFY,20-10-2022,27-10-2022,1380,108.4,1.2
INFY,20-10-2022,27-10-2022,1520,5.2,38.15
INFY,20-10-2022,27-10-2022,1500,9.35,23.2
INFY,20-10-2022,27-10-2022,1480,18.6,12.55
INFY,20-10-2022,27-10-2022,1460,32.2,5.8
INFY,20-10-2022,27-10-2022,1580,1.15,93.65
INFY,20-10-2022,27-10-2022,1600,0.95,115.1
INFY,20-10-2022,27-10-2022,1560,1.55,76.5
INFY,20-10-2022,27-10-2022,1540,2.8,55.45
INFY,20-10-2022,27-10-2022,1660,0.25,179
INFY,20-10-2022,27-10-2022,1680,0.25,282
INFY,20-10-2022,27-10-2022,1640,0.4,256.55
INFY,20-10-2022,27-10-2022,1620,0.6,135
INFY,20-10-2022,27-10-2022,1760,1.7,380
INFY,20-10-2022,27-10-2022,1740,0.3,263
INFY,20-10-2022,27-10-2022,1720,0.25,220.7
INFY,20-10-2022,27-10-2022,1700,0.25,212
INFY,20-10-2022,27-10-2022,1860,1.15,336.15
INFY,20-10-2022,27-10-2022,1820,23,301.6
INFY,20-10-2022,27-10-2022,1800,0.25,316
INFY,20-10-2022,27-10-2022,1780,0.3,268.2
INFY,20-10-2022,27-10-2022,1920,12.45,389.7
INFY,20-10-2022,27-10-2022,1900,0.2,520
INFY,20-10-2022,27-10-2022,1880,16,353.75
INFY,20-10-2022,27-10-2022,1840,0.3,318.75
INFY,20-10-2022,27-10-2022,2020,6.45,482.4
INFY,20-10-2022,27-10-2022,2000,0.1,610
INFY,20-10-2022,27-10-2022,1980,0.15,444.9
INFY,20-10-2022,27-10-2022,1960,0.45,426.35
INFY,20-10-2022,27-10-2022,1940,10.95,407.95
INFY,20-10-2022,27-10-2022,2040,5.65,501.3
INFY,20-10-2022,24-11-2022,1020,512.95,0.45
INFY,20-10-2022,24-11-2022,2040,5.35,498.45
INFY,20-10-2022,24-11-2022,1080,454.6,1.25
INFY,20-10-2022,24-11-2022,1060,473.95,0.9
INFY,20-10-2022,24-11-2022,1040,493.45,0.65
INFY,20-10-2022,24-11-2022,1160,378.4,3.9
INFY,20-10-2022,24-11-2022,1120,416.2,2.25
INFY,20-10-2022,24-11-2022,1140,397.2,3
INFY,20-10-2022,24-11-2022,1100,435.3,0.95
INFY,20-10-2022,24-11-2022,1240,305.75,10.1
INFY,20-10-2022,24-11-2022,1220,323.45,5
INFY,20-10-2022,24-11-2022,1200,285,1.5
INFY,20-10-2022,24-11-2022,1180,359.8,5.05
INFY,20-10-2022,24-11-2022,1300,192.85,3.65
INFY,20-10-2022,24-11-2022,1280,271.45,4
INFY,20-10-2022,24-11-2022,1260,288.4,3.75
INFY,20-10-2022,24-11-2022,1380,80,9.05
INFY,20-10-2022,24-11-2022,1340,158,5.3
INFY,20-10-2022,24-11-2022,1360,130.5,6.9
INFY,20-10-2022,24-11-2022,1320,238.85,4.3
INFY,20-10-2022,24-11-2022,1440,73.65,21.15
INFY,20-10-2022,24-11-2022,1420,89.85,16.1
INFY,20-10-2022,24-11-2022,1400,104,12.15
INFY,20-10-2022,24-11-2022,1500,38.55,45.4
INFY,20-10-2022,24-11-2022,1480,48.3,35.5
INFY,20-10-2022,24-11-2022,1460,61.15,27.6
INFY,20-10-2022,24-11-2022,1600,10.65,117.05
INFY,20-10-2022,24-11-2022,1560,18.25,84.4
INFY,20-10-2022,24-11-2022,1540,23.85,70.6
INFY,20-10-2022,24-11-2022,1520,30.55,59
INFY,20-10-2022,24-11-2022,1640,6.1,160.15
INFY,20-10-2022,24-11-2022,1620,8.1,134.5
INFY,20-10-2022,24-11-2022,1580,14.15,95
INFY,20-10-2022,24-11-2022,1740,1.45,256
INFY,20-10-2022,24-11-2022,1680,3.9,187.95
INFY,20-10-2022,24-11-2022,1700,3.25,210.9
INFY,20-10-2022,24-11-2022,1660,4.75,173.8
INFY,20-10-2022,24-11-2022,1780,28.4,265.15
INFY,20-10-2022,24-11-2022,1760,31.9,248.95
INFY,20-10-2022,24-11-2022,1720,3.15,217.65
INFY,20-10-2022,24-11-2022,1840,19.8,315.75
INFY,20-10-2022,24-11-2022,1860,1.6,333.15
INFY,20-10-2022,24-11-2022,1820,2.55,298.6
INFY,20-10-2022,24-11-2022,1800,1.55,308
INFY,20-10-2022,24-11-2022,1940,10.5,405
INFY,20-10-2022,24-11-2022,1900,1.9,368.65
INFY,20-10-2022,24-11-2022,1920,11.95,386.75
INFY,20-10-2022,24-11-2022,1880,15.45,350.8
INFY,20-10-2022,24-11-2022,2020,6.1,479.5
INFY,20-10-2022,24-11-2022,2000,7,460.7
INFY,20-10-2022,24-11-2022,1980,8.05,442
INFY,20-10-2022,24-11-2022,1960,9.2,423.4
INFY,20-10-2022,24-11-2022,1000,532.55,2.95
INFY,20-10-2021,30-12-2021,1460,253.55,24.4
INFY,20-10-2021,30-12-2021,1360,337.95,9.75
INFY,20-10-2021,30-12-2021,1420,286.1,17.3
INFY,20-10-2021,30-12-2021,1520,208.4,38.65
INFY,20-10-2021,30-12-2021,1500,222.9,9.1
INFY,20-10-2021,30-12-2021,1480,237.95,28.65
INFY,20-10-2021,30-12-2021,1580,168,57.7
INFY,20-10-2021,30-12-2021,1560,180.85,50.75
INFY,20-10-2021,30-12-2021,1540,194.35,44.45
INFY,20-10-2021,30-12-2021,1680,112.55,101.3
INFY,20-10-2021,30-12-2021,1640,132.95,82.1
INFY,20-10-2021,30-12-2021,1660,122.5,91.4
INFY,20-10-2021,30-12-2021,1620,144.05,73.35
INFY,20-10-2021,30-12-2021,1600,155.75,23.75
INFY,20-10-2021,30-12-2021,1740,86.35,134.55
INFY,20-10-2021,30-12-2021,1720,94.55,122.9
INFY,20-10-2021,30-12-2021,1700,102,41.3
INFY,20-10-2021,30-12-2021,1780,71.65,159.45
INFY,20-10-2021,30-12-2021,1760,78.75,146.7
INFY,20-10-2021,30-12-2021,1860,48.2,215.25
INFY,20-10-2021,30-12-2021,1840,53.35,200.55
INFY,20-10-2021,30-12-2021,1800,97.85,105.05
INFY,20-10-2021,30-12-2021,1820,58.95,186.35
INFY,20-10-2021,30-12-2021,1900,72,245.8
INFY,20-10-2021,30-12-2021,1920,35.1,261.55
INFY,20-10-2021,30-12-2021,1880,43.5,230.3
INFY,20-10-2021,30-12-2021,1980,25.15,311.05
INFY,20-10-2021,30-12-2021,1960,28.15,294.25
INFY,20-10-2021,30-12-2021,1940,31.45,277.75
INFY,20-10-2021,30-12-2021,2060,15.75,380.9
INFY,20-10-2021,30-12-2021,2040,17.75,363.05
INFY,20-10-2021,30-12-2021,2020,20,345.5
INFY,20-10-2021,30-12-2021,2000,46.1,328.15
INFY,20-10-2021,30-12-2021,2140,9.65,454
INFY,20-10-2021,30-12-2021,2160,8.5,472.65
INFY,20-10-2021,30-12-2021,2120,10.9,435.45
INFY,20-10-2021,30-12-2021,2100,12.35,417.1
INFY,20-10-2021,30-12-2021,2080,13.95,398.9
INFY,20-10-2021,30-12-2021,2180,7.45,491.45
INFY,20-10-2021,30-12-2021,1120,566.3,0.4
