Date,^BSESN,ADANIPORTS.BO,RELIANCE.BO,BAJFINANCE.BO,HDFCBANK.BO,TATAMOTORS.BO,TCS.BO,ITC.BO,ICICIBANK.BO,SBIN.BO,TECHM.BO,FEDERALBNK.BO,DLF.BO,BHARATFORG.BO,VOLTAS.BO,GAIL.BO,ACC.BO,NAUKRI.BO,TATAPOWER.BO,BANKBARODA.BO,AMBUJACEM.BO
02-04-2019,38988.57031,384.7000122,1396.550049,3005,1157.574951,188.75,2040,297,399,323.5,788,98,196.5,513.3499756,625,179.4750061,1651.800049,1869.900024,74.80000305,133.8500061,234
03-04-2019,39167.05078,379.5,1394.449951,3062.199951,1147.5,205.3000031,2089.800049,297.7999878,398,330.2999878,794.5999756,97.65000153,200.0500031,511.3999939,623,181.1000061,1620,1833.949951,74.90000153,134.3999939,230
04-04-2019,38935.75,384.8999939,1379,3050,1147.5,202.3500061,2080,295.9500122,393.2999878,320.75,780.9000244,95,203.8500061,503.5,628.5,176.625,1629.449951,1848,70.65000153,133.6000061,228
05-04-2019,38839.51953,380,1360.099976,3031.199951,1147.5,208,2029.699951,295.2000122,391.8999939,323.6000061,777,95.09999847,201,511.3999939,608.4500122,174.1000061,1634.949951,1846.099976,71.05000305,132,223.6000061
08-04-2019,38993.60156,389.8999939,1354.599976,3120,1157.5,206.5,2060,293.5,392,318.7999878,779,99.25,201.8000031,512.5499878,613.4000244,174.875,1666.050049,1826.400024,73.30000305,131.5,226.8000031
09-04-2019,38730.92969,381,1330.900024,3020,1145,200.3999939,2074.699951,292.5499878,387.1000061,313.5499878,790.9000244,97.05000305,186,503.2000122,618,170.125,1639.099976,1855,72,130.5500031,225.5500031
10-04-2019,38898.60156,379.8500061,1340,3020,1127.5,206.3999939,2098.600098,294.5499878,396.8999939,315.1499939,789.4000244,98.15000153,187.8000031,505.7999878,610.75,170.8500061,1644.449951,1900,72.80000305,132.5,226.8000031
11-04-2019,38621.57813,381.8500061,1332.800049,3002.75,1124.5,216.6000061,2048,294.9500122,394.3500061,311.2000122,792.9500122,97.90000153,180.6000061,499.3999939,612.3499756,169.25,1639.599976,1929.900024,71.05000305,129.8500061,224.1999969
12-04-2019,38692.05859,380,1348.900024,3057.899902,1128.375,219,2040,296.3999939,391.0499878,314.5,779.9500122,96.5,177.8999939,497.2000122,617.9500122,171.25,1675,1917.599976,73.15000153,129.1499939,228
15-04-2019,38805.53906,385.2999878,1344.699951,3030,1133.050049,216,2071,307,394.8999939,315.2999878,786.75,97,182.9499969,496.2000122,625.5499878,177.5,1660,1960,73.19999695,131.4499969,229.1999969
16-04-2019,39040.30078,388.3999939,1345,3022.550049,1146.150024,234.5500031,2116,307.7999878,396.6000061,316.1499939,800,97.94999695,186,512.9500122,623.9500122,177.4499969,1676,1951,71.90000153,131.6000061,228.8999939
18-04-2019,39420.03906,397,1365.449951,3059.949951,1153,232,2141,307.2999878,408.6000061,315.8999939,797.2000122,98.09999847,184,510,626,177.5,1697.5,1935,71.34999847,131.3999939,231.5500031
22-04-2019,39158.21875,390,1364,3022.949951,1165,235.8999939,2148,304.3500061,404.2999878,309.0499878,803,96.40000153,181.8999939,500,615,175.8500061,1698.949951,1915,70.19999695,126.5,232.8999939
23-04-2019,38771.26953,392,1349.949951,2983.550049,1135.125,235.1999969,2166,303.7000122,399.9500122,310.4500122,804.0999756,95.90000153,173.3999939,483.7000122,612,170,1676,1901,69.30000305,124.4000015,226.5
24-04-2019,38672.62891,389,1370,3048.899902,1126.949951,233,2157.699951,303,396.5,307,805.0499878,96.40000153,172,490,623.2000122,170.5,1629.699951,1941.050049,68.5,124.0999985,223.8000031
25-04-2019,39101.78125,397,1392.900024,3085,1141.5,224.25,2169,306.4500122,401.8999939,311.5,820,95,175.5,483.4500122,617.9500122,172.5249939,1609,2010,69.40000153,125.0999985,223
26-04-2019,38865.82813,390,1377.699951,3075,1134.949951,222,2200,305.8999939,398.6000061,306.4500122,808.25,95.5,176,481,617,172.125,1624.550049,1990,67.90000153,123.5,221.3000031
30-04-2019,39056.92188,388.1000061,1395,3085.149902,1140.050049,215.5500031,2230,305,407.3999939,312.5,823,96,174.3999939,475.1499939,618,175.9499969,1635,1915.900024,67.59999847,123.1999969,226.5500031
02-05-2019,39036.51172,390,1394,3099.600098,1160.5,212.8999939,2260,302,404.6000061,308,834.7000122,94,171.6999969,471.2999878,600,178.3999939,1630,1959,68.15000153,117.4000015,220.5
03-05-2019,39009.55078,394.2999878,1407,3133.699951,1180.599976,204.8999939,2191,304,397.4500122,308.1000061,831,94.5,172.0500031,465,609.25,173.6999969,1614.349976,1952.050049,65.75,117,221.1499939
06-05-2019,38719.32813,385,1399,3079,1179,205,2113,304,398,307.7999878,810,101,174.4499969,483.8999939,603,171.0500031,1625.699951,1980,66.94999695,118,221.1999969
07-05-2019,38815.46094,380.3500061,1391.5,3055.199951,1181.5,201.6999969,2155,308.1000061,400.8999939,310.2999878,816,101,175.75,474.5,607.9500122,174.2250061,1626.699951,1982.699951,66.30000305,117.5,220.8000031
08-05-2019,38244.17969,370.3999939,1340,3017.699951,1162,190.5,2158,300.8500061,386,305.4500122,814.5499878,99,169.6999969,465.25,600,170,1601,1950,64.25,113.1500015,218.5
09-05-2019,37747.91016,369.6499939,1291.699951,2904.699951,1156.5,183.6000061,2145,300,382,298.8999939,805,98.59999847,168.1000061,462.9500122,576,168.9750061,1585.099976,1933,65,111,213.5
10-05-2019,37632.35938,365,1264.900024,2980,1146,188,2174.350098,299.7999878,384,301.9500122,815.5,98,169.8999939,462,539.7999878,170,1595.550049,1925.800049,64.25,112.3000031,214.6999969
13-05-2019,37491.30078,370.0499878,1250.400024,2921,1148.375,186.3999939,2140,296,386.7999878,310.3999939,810,97,165,457.3500061,573.5999756,170,1602.199951,1927.800049,63.29999924,113.5999985,214.0500031
14-05-2019,37146.57813,364,1235.199951,2925,1147.525024,178.5,2137.5,291.2000122,377.6000061,307.8999939,816,96.44999695,164.4499969,449,570.1500244,166.5,1576.400024,1919.949951,62,105.1500015,210
15-05-2019,37539.05078,370.7999878,1274.800049,2929.949951,1153.400024,185.9499969,2105,297.7000122,383.4500122,316,793.2999878,98.5,166.4499969,458.6499939,571.5499878,171.6499939,1575.199951,1900.050049,63,110.5999985,212.9499969
16-05-2019,37179.12891,360.5499878,1261,3006.5,1144,175.0500031,2096,299,379,312.5,790,97.5,161.1499939,455,560,165.75,1555,1898,61.84999847,108.1999969,209
17-05-2019,37494.42188,370.5,1268,3144,1158.949951,175.25,2120.600098,296.1499939,381.7999878,315.0499878,795.7000122,98.09999847,163.6000061,448,557.5,164.8500061,1588,1893.699951,61.25,109.8000031,213.25
20-05-2019,38701.17969,395,1313.900024,3399.850098,1200.025024,182,2126,305,404,334.5,801,100.25,169,466,582,170.125,1626.699951,1800.150024,63,116.5,223
21-05-2019,39449.44922,412,1329.300049,3415.350098,1216.5,186.6000061,2145,307,408.1499939,346.0499878,784,104.4000015,175,483.7999878,589,176.1999969,1669,1844.949951,66.44999695,123.8499985,226
22-05-2019,39086.21094,392,1349,3433.050049,1208.75,177.3000031,2114,302.9500122,402,339.5,760,101.5,177.1999969,472.0499878,584.5,169.5,1612.25,1884.949951,64.80000305,126.5,221
23-05-2019,39591.76953,401,1370,3529,1205,183.75,2100,304.8999939,412.2000122,350,756,104.4499969,178,473.1499939,585,170.2749939,1639.75,1935,65.5,128.9499969,222.8000031
24-05-2019,39076.28125,409.8999939,1349.900024,3399,1178,178,2074,292,413.8999939,345.2000122,745.5,103.25,182.3999939,465,580,169,1642,1917.449951,64.69999695,129.5,224.1000061
27-05-2019,39536.23047,409.2999878,1336,3450.199951,1203,182.0500031,2060,292,431.7000122,355.2999878,736,106,192,480,584,172.6000061,1700,1967,67,137,232.1000061
28-05-2019,39765.64063,423,1317.199951,3455,1205.125,181.6999969,2060,291.25,435,361.5,734,108.3000031,197,482.1000061,599,176.5500031,1764.599976,1927,71,141,238
29-05-2019,39714.26953,412.2999878,1322.25,3424,1208,180.3999939,2071,289.9500122,429.8999939,358.4500122,740,106.8000031,196.3000031,489.5,589,175,1743.949951,1990.550049,70.90000153,139.5,239
30-05-2019,39580.28125,405.7000122,1316.400024,3410,1214.974976,176.6499939,2120,289.5499878,422.9500122,350,741.0999756,107.8499985,195.6999969,474.7999878,570.4500122,177.5,1721.199951,2045,68.94999695,136.3000031,236.8500061
31-05-2019,39998.91016,409.1499939,1339,3508,1225.050049,176.5,2159.949951,289,429.5,354.1000061,736.5,108.9000015,196.25,474.1000061,574.4500122,180,1713.599976,2139,70.19999695,137.4499969,234
03-06-2019,39806.85938,415.1000061,1335,3465,1217.25,170,2207.800049,281,422.5499878,352.0499878,764.9500122,107.8000031,190.6999969,467.1499939,584,181,1687,2059.100098,68.94999695,133.6000061,232
04-06-2019,40196,423.7999878,1358,3510.050049,1228.5,174,2226,279.7000122,416,354.2999878,758.9000244,107.5,195.5,465,594.5,179,1711,2280,67.44999695,131.9499969,236
06-06-2019,40136.42969,426,1354.199951,3535,1230,174.1000061,2199,281,416.5,349.7999878,749.9500122,107.9000015,196,457.7000122,600,169.4750061,1685,2249.899902,68.40000153,133.1999969,227.6999969
07-06-2019,39581.76953,426.5,1327.699951,3468,1212.525024,170.5,2177,276.1499939,413.75,337.8999939,741.9000244,105,189.9499969,460.5499878,586.5,158.6999969,1591.599976,2325,65.5,123.6999969,221.8999939
10-06-2019,39787.32813,424.7000122,1319.900024,3540,1232.5,170.5,2194.899902,278,419.3999939,345.3999939,755,105.0999985,190.9499969,457.3999939,620,159.5,1623,2331.600098,66.5,123,223.25
11-06-2019,39900.44922,426,1321.150024,3522,1226.5,167.8999939,2237.899902,280.2999878,419.3500061,344,769,106.5,189.9499969,463.8999939,625,154.0749969,1595,2280,66.40000153,119.5,223.0500031
12-06-2019,39974.17969,426.0499878,1335.199951,3550,1224.375,171,2249,281.8999939,422.5,347.3500061,763,106.5999985,191.8000031,475.75,621,153.75,1580.050049,2255,66.80000305,121,222
13-06-2019,39679.35156,424,1330.949951,3514.949951,1222.5,166,2257,279.8999939,416,342.2000122,747.4000244,105,184,468,608.4000244,155.5,1566.400024,2200,66.84999847,121.9000015,220.0500031
14-06-2019,39797,425,1322.699951,3550,1227.449951,167.3999939,2255,280.7000122,420,346.2000122,747,105.5999985,184,460.5,614,154.1499939,1586.25,2188,66,121,220.1000061
17-06-2019,39514.35938,426,1321.199951,3519.800049,1218.5,164.0500031,2259.899902,279,418.2000122,343.7999878,741.9000244,105.9000015,176.6000061,458,615,154.9250031,1542,2229.199951,65.80000305,119.9499969,214.25
18-06-2019,39056.98047,423.2999878,1281,3460.550049,1220,159,2249.800049,276.5,415.0499878,335.0499878,737.2000122,105.9000015,173,443,596,152.6000061,1511,2217.850098,64.75,117.25,207.8000031
19-06-2019,39176.55859,422,1285.25,3530,1209.175049,159.6000061,2253,276,425,343.6000061,742.9000244,105.8499985,174.8500061,438.9500122,599.9500122,155,1530,2148.399902,64.90000153,117.0999985,210.1999969
20-06-2019,39042.96094,400.0499878,1279,3524,1214.724976,153,2230,278.3500061,420.1499939,342,729,104.25,177,434.7000122,612.9500122,154,1512,2020,63.5,116.9000015,208.6999969
21-06-2019,39608.25,401.8999939,1295,3587,1213,154.8999939,2280,277.8999939,432.9500122,345,725.9500122,104,180.5,439.7000122,623,156,1546.900024,2107,64.59999847,117.4000015,213.6000061
24-06-2019,39160.23047,400,1268,3566.100098,1204,159.3000031,2250,274,431.5,350,739.8499756,102.8000031,177.1499939,441,625,156,1535,2150,65.69999695,118.5,213
25-06-2019,39131.94141,406,1262,3545,1212,158.3999939,2277,275.7000122,429.6000061,353.25,728,102,175.5500031,434.5,635,153.375,1534.050049,2176,65.15000153,118.75,214.4499969
26-06-2019,39379.12891,405.6499939,1288.050049,3580,1214.25,160.3999939,2272.899902,278.5,432.7999878,355.5499878,725.0999756,104.5,176,436.3500061,648,153.75,1545,2211.5,66.94999695,119.9000015,215.0500031
27-06-2019,39633.96875,414.1000061,1294.550049,3628.199951,1233.5,162,2256.399902,278,439.7999878,358,716.75,104.5500031,184,451,655,155.5,1578.800049,2227.300049,68.59999847,122,219
28-06-2019,39630.51953,408.7999878,1279,3630,1231,165.6499939,2255,274.2000122,439.7999878,362,709,108.5,185.5500031,455.75,647.0499878,154,1585.699951,2202.300049,69,121,219.6000061
01-07-2019,39543.73047,412,1257,3685,1225.550049,163.75,2239.649902,274.8999939,439.7000122,362.2000122,708,108.9000015,192.9499969,455.7000122,645.1500244,155,1564,2250,69.30000305,122.5999985,214.6000061
02-07-2019,39811.67969,412.1499939,1275.050049,3710,1245,167,2240,275.1499939,439.8999939,362.5,704.5,109.9000015,192,458,657.9500122,156.75,1565.300049,2230,71,121.1999969,215.9499969
03-07-2019,39907.57031,414.5,1281.550049,3715,1247.574951,163.6999969,2259.899902,275,437.1499939,366,716,108.1500015,193,463.9500122,647.1500244,156.5,1573,2287.25,73.40000153,121.1500015,216
04-07-2019,39917.64844,420,1282,3720,1249.949951,162.6999969,2237.300049,278.6000061,436.1000061,367,704.6500244,109.9000015,194,467.7000122,640.5,152.8999939,1565.599976,2282.600098,73.30000305,126.9000015,215
05-07-2019,39990.39844,416.8999939,1287.050049,3739.949951,1246,165.8500061,2241,277,436.2000122,369.25,700,109,195.5500031,479,634.0499878,154.5,1590,2285,72.15000153,130.0500031,217.3999939
08-07-2019,39476.37891,403.8999939,1261,3730,1236.199951,159.6000061,2159,281.6499939,434.5,368.8999939,682,106.8499985,186.3500061,460,615,153.5,1549.800049,2250,70.44999695,130.3999939,209
09-07-2019,38754.46875,398,1250.300049,3414,1204.400024,154,2170.5,278.5,429.8500061,355,680,104.6500015,182.3999939,452,620,154.6999969,1506,2275,68.5,123.75,206.6499939
10-07-2019,38701.98828,408,1281.199951,3603,1192.449951,156.0500031,2081,274.7999878,429.1499939,360.2999878,674.4000244,106.5500031,183.3999939,454,597.2000122,149.6999969,1553.849976,2228.949951,69.05000305,126.5,210.3000031
11-07-2019,38751.62109,407.6000061,1284.050049,3461.800049,1198.5,153.3500061,2124.600098,273.7000122,431.3500061,358,676.7000122,104.8499985,178.5,447.3999939,591,146,1539,2255,66.75,125.5,212.1999969
12-07-2019,38941.10156,412.4500122,1284.699951,3478.949951,1207.625,156.3999939,2108.5,277.5,426.7000122,363.3500061,666,105.0999985,184.0500031,465.4500122,592,149,1559,2314.949951,67.94999695,126,213.0500031
15-07-2019,39009.94922,416.4500122,1285,3311,1206.449951,159.5,2120,275.1000061,427.4500122,364.1000061,670.5499878,107.5999985,188.1000061,463.8999939,590.0499878,148.5,1580,2257,68.34999847,125.8499985,217.3999939
16-07-2019,38961.85938,409.2999878,1279,3435,1207.400024,160.1999969,2131.649902,271.0499878,422,358.7999878,682.4000244,108.1999969,185.8000031,462.5,588.2999878,145.5,1591.400024,2220,68.75,122.4000015,220.5
17-07-2019,39171.10156,421.5,1296.800049,3445,1199.400024,170,2106,272,424.0499878,364.5499878,677,107,191.9499969,463.7999878,596,146.1000061,1614.5,2232.75,68.34999847,124.6999969,219.8999939
18-07-2019,39204.46875,414.2000122,1281.900024,3460,1200,167.6999969,2115,273.5,425.7999878,372.2000122,687,103.5,190,461.0499878,590.5499878,144.1000061,1600,2239,70,127.6500015,216.1000061
19-07-2019,39058.73047,414.9500122,1268.25,3493.949951,1212,162,2095,273.5,419.5,364.6499939,693.7999878,99.59999847,184.1999969,443.5,585,142.25,1632.550049,2222.850098,66.05000305,122,221.3500061
22-07-2019,38333.51953,403,1256.949951,3322.050049,1176.5,155.0500031,2080,268.3999939,410.7999878,356.2000122,677,98.90000153,178.6999969,436,578,137.5,1558,2140,66.80000305,117.9000015,214.1499939
23-07-2019,38138.55859,407.2999878,1285.699951,3251.399902,1148.525024,157.0500031,2127.800049,266,413.4500122,352.7999878,672,96,181,439.2999878,587.4000244,138,1580.150024,2194.850098,67.25,119.5500031,215.6499939
24-07-2019,37990.23047,399.9500122,1274,3275.050049,1131.5,156.6000061,2115,270.7000122,412.25,342.2000122,671.2000122,94.90000153,181,433.8999939,590,139,1586,2165,65.69999695,113.9000015,218
25-07-2019,37935.01953,381.8500061,1267.949951,3195.25,1142.5,151.6999969,2115,271,410.1000061,341,643,93,179,432,580.4500122,135.8500061,1575.050049,2159,63.65000153,110.6500015,217.6999969
26-07-2019,37831.17969,380.2000122,1233.449951,3050,1142.5,138.1499939,2111,269.7999878,409.2999878,341.4500122,655,93,176.9499969,427,576.0499878,134.1499939,1587,2235,61.34999847,111.0999985,214
29-07-2019,38043.21875,381,1219.400024,3275,1139.175049,148.5,2111,269.5499878,432.5,342.6000061,643,96.75,179.75,433.5,579,133.9499969,1582,2224.550049,62.29999924,113,213.4499969
30-07-2019,37735.53906,377.5,1211.25,3274.5,1127,138.3999939,2125,268.5499878,430.7999878,343.75,645,94.44999695,176,428.3999939,573,131.5,1542.050049,2245,62,109.0999985,206.8999939
31-07-2019,37257.55078,373.8500061,1177.949951,3230.050049,1125,134.4499969,2175,268,423,325.75,628.5,90.5,177,417.7000122,561,130,1540.099976,2231,58.5,102.6999969,200.6999969
01-08-2019,37387.17969,378,1169.800049,3211.050049,1116.5,135.8000031,2206,270.5499878,423.7000122,331,632,92,175,418.2999878,583.9000244,128.6000061,1565,2239.449951,60.5,104.75,201
02-08-2019,36920.10938,368,1175.5,3198.699951,1105.5,128.8999939,2179.899902,268,414.7999878,315.5499878,625.6500244,89,172.0500031,419.9500122,608,128,1509,2210,59.34999847,104.6999969,195
05-08-2019,36842.17188,372.7000122,1177.5,3209,1100.5,127.9499969,2185,265.3999939,403.5,299.7000122,631,86.80000305,167.5,419.75,611,126.9000015,1515.550049,2160,58.75,104.3000031,199
06-08-2019,36568.03125,360,1136.800049,3152,1084.349976,122.3499985,2232,259.5,400.6000061,298.7000122,653.9000244,88,165.25,408.8999939,599,125,1513,2146.949951,57.95000076,101.5999985,199.6999969
07-08-2019,37025.26953,380.75,1127.800049,3280,1094.5,122.5500031,2220,258.8500061,409,302.5499878,672.0999756,88.15000153,168,417,617.4500122,123.5,1549,2150,59.29999924,104.9000015,201.9499969
08-08-2019,36808.01172,378,1109,3298.949951,1095.5,117.6500015,2222,254.25,412,290,675.9000244,87.59999847,167.1000061,406,606,121.9000015,1567.75,2169.75,59.25,98.84999847,207
09-08-2019,37521.30078,377.7000122,1159,3360,1124.724976,124.6500015,2270,259,416,297,678.2999878,88.30000305,172.8500061,423,602.7999878,122.4499969,1562.949951,2185.949951,58.84999847,100.5500031,210.8000031
13-08-2019,37755.16016,377.25,1240,3420,1141,124,2250.199951,254.3999939,419.5,292.1000061,663.6500244,89,175.6000061,432,606,124,1575.050049,2209,58.29999924,100,214.5
14-08-2019,37233.5,360.25,1298,3255,1123.5,122.3000031,2182,245.6000061,413.7999878,285,639.7999878,83.90000153,175,398,589.0999756,127.9499969,1549.800049,2186.75,56.09999847,98.5,209.9499969
16-08-2019,37383,357.9500122,1290.550049,3271,1110,120,2233,248.8500061,417.1499939,287.2000122,658,84.80000305,178.9499969,400,589.1500244,129.5,1593.699951,2182.800049,55.5,99.55000305,213
19-08-2019,37485.92188,364,1280.800049,3351,1117.75,121.5,2167,253.3000031,421,292.6499939,662.9000244,86,178.5,400,602,130.1999969,1595.099976,2184.350098,56.79999924,102.9499969,214.6999969
20-08-2019,37441.75,357.2000122,1294,3331,1106,119.9499969,2168.5,252,421.6000061,286.5499878,676,85.84999847,178.0500031,397.9500122,612,128.1999969,1580,2172.649902,57.20000076,102.5,211.1999969
21-08-2019,37298.73047,356,1277.400024,3295,1108.5,123.5,2187,248.6999969,414.3500061,285.2999878,673,85.09999847,177.4499969,391.75,604.8499756,127.9499969,1550,2163.649902,55.70000076,98.75,205.0500031
22-08-2019,37087.57813,351.1000061,1271,3260,1113,112.1999969,2186.050049,242,411.2000122,277,679,82.84999847,168.6000061,390,588,122.4499969,1488,2134.649902,51.09999847,94.19999695,200.4499969
23-08-2019,36387.67969,346.5,1243,3117.800049,1080.800049,109.5,2221.5,239.4499969,390,267.3999939,685.9000244,80.69999695,141.5,380.6499939,596.9000244,120.9000015,1456.150024,2010.550049,53.45000076,90.59999847,196.1499939
26-08-2019,37363.94922,363.1000061,1294,3275,1102.449951,115.6500015,2254,244,408.6000061,288,690,83.80000305,157.5,399.5,618,128,1493.900024,1915,55,99.75,201.3999939
27-08-2019,37658.48047,371.5,1283,3350,1129.949951,112.3000031,2270,244.5,413.7000122,284.3999939,691,83.75,157.6999969,392.8500061,616.5999756,126.5,1505.949951,1941.5,56,97.19999695,203.8500061
28-08-2019,37655.76953,374,1276,3370,1127.5,120.75,2242,247,418.8999939,287.25,678.7999878,84.19999695,160.8000031,395.2999878,619,131.5,1535,2007.650024,55.29999924,97.40000153,205
29-08-2019,37381.80078,365.1000061,1257.949951,3352,1124.949951,116.3499985,2239,244.5,411.7000122,283,691.25,81.84999847,162.25,388.7999878,626,128.0500031,1527.349976,1995,55.40000153,93.90000153,203.6499939
30-08-2019,37222.26172,368.0499878,1247,3348,1117.5,115,2236.050049,241.6999969,408.3999939,276.25,692.5499878,81.69999695,165,387,630.5499878,129.9499969,1549,2007.550049,55.59999847,92.59999847,201.25
03-09-2019,37181.76172,360.2000122,1240,3319.800049,1112.5,111.6500015,2259,244.8500061,407.9500122,271.8999939,699,82.5,167,382.7999878,633,129.5,1508,2031,55.34999847,93.30000305,200.0500031
04-09-2019,36575.23828,362.7000122,1200,3270,1105,112.1999969,2269.699951,242,390,269.7000122,707,81.55000305,163,378.8999939,624.7000122,128,1450,2034.949951,54.90000153,91.55000305,192.3500061
05-09-2019,36821.71094,366,1208,3289,1127.5,110,2246.649902,242.3000031,389.7000122,275.3999939,710,81.94999695,162.9499969,382.2999878,621.9000244,127.1999969,1445,2127.449951,54,93.69999695,192
06-09-2019,36785.58984,369.5,1205,3317.199951,1116.5,118.5999985,2215,245.8000031,391.8999939,275.3500061,714,81.84999847,159.3000031,396.3999939,633.9000244,131.6499939,1461.400024,2175,55.40000153,94,193.25
09-09-2019,36969.48047,366,1222,3372,1127.5,119.4000015,2203,244.25,392.0499878,274,725,83.09999847,154.8999939,394.6000061,629,132,1464,2049,58.5,94.05000305,198.8000031
11-09-2019,37251.03125,370,1222.699951,3449.949951,1135.5,124.5,2192,245.5,395.9500122,278.8999939,713.2000122,86.30000305,156.4499969,401,644,132.0500031,1473,2080,59,95.75,197.3999939
12-09-2019,37330.46875,374,1238,3411,1125,134.5500031,2154,244.9499969,398,287.0499878,703.7999878,86,161.6999969,412.6499939,634,128,1492.199951,1959,61.75,100,198.75
13-09-2019,37175.85938,375.25,1214.699951,3399.899902,1126,129.3000031,2138,242,407.7999878,286,703.4500122,86,159.8000031,414.8999939,645,125.25,1493,1886,64.5,100.9000015,198.8999939
16-09-2019,37204.55859,373.9500122,1191,3425,1128.125,128.1999969,2150.350098,240.6999969,409.6000061,287.8999939,710.5999756,86.40000153,164.5,411.7999878,630.2000122,130.1999969,1525,1898.949951,63.95000076,99.05000305,197.8000031
17-09-2019,37169.46094,371,1214.800049,3424.199951,1127.5,128.75,2154,239.8999939,406.8500061,285.2999878,718,86,162.6499939,410.75,634.0999756,129.5,1529.650024,1950,64.25,98.5,201
18-09-2019,36621.37891,365.2999878,1204.849976,3417.699951,1107.574951,122.9000015,2115,238,404.8999939,277,709,84.59999847,155,396.5,624.7000122,132.75,1498.949951,1933.900024,64.80000305,95.94999695,195
19-09-2019,36613.92969,365.2999878,1207,3434,1099.800049,123.5,2138.850098,240.3999939,396,280.5,718,84.55000305,157,400.2999878,630.5999756,135.25,1497,1999.949951,64.19999695,95.94999695,196
20-09-2019,36214.92188,362,1186.599976,3376,1108,125,2102.5,237,388.2999878,274.0499878,707.7000122,84,156.4499969,398,625,133.1999969,1476.400024,1936.300049,65.09999847,94.75,192.5
23-09-2019,38844,387.2000122,1278,3777,1255.349976,135,2085,249.1000061,432,308.2000122,704,95.55000305,172.8999939,430,677.0499878,138.5500031,1660,2100,68,102.9000015,215.6000061
24-09-2019,39135.28125,410.5,1243,4025.100098,1257.25,128.8000031,2015,255.3999939,443,313.2000122,685.2000122,96.5,167.5,455.25,672.4500122,142.5,1684.900024,2070.300049,67.94999695,100.5999985,221
25-09-2019,39087.19922,411,1281,3960,1251,129.9499969,2057,255.8000031,440,299.3999939,704,94,166.6499939,460,668.2000122,138.1000061,1650,2065.050049,65.69999695,99,214
26-09-2019,38700.48047,411,1290,3921,1240,123.9499969,2091,247.8500061,437.25,281.6000061,705,92.90000153,156,445.9500122,671.0499878,137.8999939,1633.949951,2064,64,94,211.5
27-09-2019,39003.12891,418.9500122,1293.800049,4000,1249.800049,122.5,2087,250.6000061,449.7999878,283,711.0499878,94,161.0500031,454,682,138,1650,2070.300049,63.70000076,94.90000153,212.8999939
30-09-2019,38873.12109,405,1310,4060.199951,1240,120.3499985,2060.100098,255.3999939,445.75,283.2999878,705,94.5,158.1999969,448,684.0999756,134.1499939,1635,2084,62.20000076,95.40000153,206.6499939
01-10-2019,38813.48047,415.2999878,1335,4095,1234,118.4000015,2099.5,259.7000122,436.8999939,273.7999878,714.2000122,91.09999847,159.6999969,452.1499939,680.4500122,134.8000031,1614.800049,2094.949951,62.95000076,94.5,204.3999939
03-10-2019,38137.87109,403,1290.050049,3977,1230,112,2070,257,422.5,255,704.8499756,87.55000305,145,443.7999878,672,132,1569.800049,2092.199951,59.45000076,90.55000305,199.6999969
04-10-2019,38401.48828,405.75,1317.099976,3980,1233.5,124.9499969,2079.699951,263.1000061,429.8999939,259.8999939,704,89.05000305,151,442.6499939,679,131.1000061,1563,2144,59.84999847,91.90000153,197.9499969
07-10-2019,37853.80078,396.6499939,1310,3890,1205,120.5,2080,257.5,416.75,251.1000061,710.4000244,88,147.3999939,434.7999878,660,132.4499969,1500,2231.550049,58.65000153,88.69999695,191.8999939
09-10-2019,37628.05078,401.7999878,1311.900024,3924.949951,1191,118.9000015,2052.850098,252.8500061,418,250.1000061,705.2000122,84.90000153,143.5,428.7999878,672,130,1429.800049,2321.550049,59,86.55000305,185
10-10-2019,38130.23047,398.9500122,1328,4020,1225.400024,120,2028,247.1499939,431.7000122,259,710,86.30000305,146,429.1499939,690,131.9499969,1460.199951,2396.850098,61.75,90.30000305,191
11-10-2019,37994.48047,407.2999878,1365,3973,1213,117.6999969,1933,243,429.3999939,256.7000122,702.5,84.5,141.75,423.9500122,677.5,127.4000015,1435,2303.800049,61.70000076,88.65000153,189.6000061
14-10-2019,38208.23828,410,1363.599976,3994,1205,122.5500031,2000,247,430,257,721,84.34999847,151.6999969,421.25,680,125,1449,2274.5,60.95000076,89,190
15-10-2019,38316.48828,409.5,1363.5,3909,1210,127.5,2028.800049,247.3999939,430,256.7999878,721,82.90000153,154.75,432,673,126.5,1487,2278,59.79999924,88.65000153,194.1999969
16-10-2019,38637.05078,413.1000061,1368.300049,3900,1234.699951,127.5,2039,247,434.1000061,259.3999939,720,86.05000305,156.5,429.5,675,128,1527,2323,59.5,88.59999847,199.1000061
17-10-2019,38647.44141,408.8500061,1378,4029.800049,1224,126.9499969,2015,243,435.2999878,256,727,81.90000153,156.25,440.3999939,671.7000122,127.3000031,1525,2289.699951,58.20000076,87.30000305,203
18-10-2019,39087.82813,410,1403.099976,4120,1222.300049,140,2038,246.5,438.3999939,264.5,724.8499756,84.69999695,163.5,455,677.4000244,128.8999939,1533.400024,2298.100098,60,89.44999695,207.25
22-10-2019,39233.39844,421.7000122,1427.050049,4157,1257,133.3999939,2081,245.8999939,439,270,730,85,169,447,694.9500122,130,1555,2329,59.84999847,90,206
