,date,^BSESN,INFY.BO,RELIANCE.BO,HDFCBANK.BO,AXISBANK.BO,BHARTIARTL.BO,ICICIBANK.BO,VEDL.BO,CIPLA.BO,BAJAJ-AUTO.BO,NESTLEIND.BO,TITAN.BO,IDBI.BO,TVSMOTOR.BO,BOSCHLTD.BO,GAIL.NS,YESBANK.BO,VOLTAS.BO,MARICO.NS,UNIONBANK.BO,BERGEPAINT.BO
23,02-02-2018,-0.017947203,0.001491186,-0.035155001,-0.018236752,-0.027792058,-0.030790472,-0.015294153,-0.014610337,-0.006348682,-0.049926722,-0.021520077,0.008834371,-0.043902455,-0.043394408,-0.003898003,-0.032261444,-0.014084507,-0.047904171,-0.011684537,-0.021472363,-0.0505769
24,05-02-2018,0.001103395,0.000263663,0.0096562,-0.008316087,0.014516086,0.051435342,0.005304638,0.006425967,0.000258581,-0.008486724,-0.010700544,-0.01344467,0.026405434,0.032991127,0.031681307,0.005108633,0.012058841,0.045438639,-0.015333353,0.038587823,-0.019647583
25,06-02-2018,0.013099574,-0.000495986,0.014488636,0.012675455,0.036853209,0.04414566,0.037321605,0.025015954,-0.007631537,0.011996114,-0.000299333,0.006258034,-0.014667869,0.002083296,-0.006811685,0.010267792,0.025909055,-0.005093379,0.035294159,0.030864198,0.007531393
26,07-02-2018,-0.013904628,-0.003012298,-0.00727332,-0.017637783,-0.051925974,-0.040513363,-0.008208955,-0.030139899,-0.023337582,-0.015903372,-0.011994633,-0.007848116,-0.005163494,-0.006592041,-0.02080918,0.008103397,-0.036994185,0.020489795,-0.012006559,-0.021015076,-0.006024096
27,08-02-2018,0.005994216,0.012719807,0.008088359,2.66E-05,0.014182521,-0.005787074,0.006922462,0.00496791,0.058103469,-0.008679276,-0.007700005,0.019287109,0.063148825,0.031782946,0.004982327,-0.00634684,0.003444127,-0.02480078,-0.005303301,0.009262996,0.003400024
28,09-02-2018,9.74E-05,-0.011645458,0.006726834,-0.001293813,-0.004286522,-0.007647115,0.008487654,0.034877989,0.041708583,-0.011624204,-0.009387928,0.007964587,0.056349839,0.005530339,0.006607867,0.011482937,-0.018836649,-0.011166687,-0.003019101,0.031479958,0
29,12-02-2018,0.002839749,-0.007374058,0.015092705,0.008897875,-0.005214338,-0.02066974,-0.023659761,-0.008513265,-0.00925038,0.005952508,0.016595442,0.00629282,0.085943743,-0.00376506,-0.000125301,-0.006410255,0.02982325,-0.005452106,0.010922647,0.010301133,-0.001400024
30,14-02-2018,-0.00816074,-0.005389449,0.011663863,0.001647828,-0.034179687,0.023694433,-0.026882596,-0.012208558,-0.012879981,-0.023893913,0.010234437,-0.005617335,-0.02682556,-0.004961832,-0.006138093,-0.014563087,-0.047023774,0.014504934,0.001904781,-0.044899544,-0.006224912
31,15-02-2018,0.002628028,0.01277161,-0.002136638,-2.66E-05,0.017210761,-0.022146131,0.023357209,0.016614382,0.001320003,-0.005509785,0.014084238,0.001964366,-0.0078125,0.01336427,-0.004302277,0.011477132,-0.003891656,-0.02650004,-0.021313545,-0.003319519,0.006122449
32,16-02-2018,-0.011637958,0.003434412,-0.016695967,-0.002255839,-0.011852282,-0.029050948,-0.03021148,-0.030533156,-0.004650744,-0.020842553,-0.008866532,-0.009135832,-0.035909491,-0.005411567,-0.028033694,-0.020907376,-0.040307711,-0.003500663,-0.014932544,-0.009627409,-0.004642689
33,19-02-2018,-0.008201371,0.004265951,0.006030629,-0.00345515,0.003161343,-0.010748793,-0.016153846,0.000156164,-0.01647539,-0.013356021,-0.012831704,-0.004331683,0.029032242,-0.001148545,-0.006468917,-0.01319152,0.001441653,-0.036736422,-0.002275994,-0.028318558,-0.025000012
34,20-02-2018,-0.00620251,0.002385117,-0.009267216,-0.012347667,-0.019003668,0.004449264,-0.010282031,0.01751393,0.003166707,0.004628345,-0.001328478,0.033188331,0.0375587,-0.003295722,-0.006670627,0.002910754,-0.010873118,-0.030173871,0.005050564,0.055476588,-0.013631764
35,21-02-2018,0.000917709,0.002355979,0.001456285,-0.003029503,0.002810568,0.003109651,0.013650756,-0.008927256,-0.013471114,-0.015302782,-0.001157526,-0.015787528,0.056306308,-0.027097385,-0.012047963,-0.001927186,0.008236395,0.047563412,-0.013022469,-0.034361251,0.012350762
36,22-02-2018,7.13E-05,0.010096593,0.000812436,0.0007283,-0.006746582,-0.018749996,-0.002822183,0.005359877,-0.01172824,-0.023981603,-0.00456103,-0.005663854,0.057142857,-0.01484375,-0.004782972,0.00139633,0.014102545,-0.00206294,-0.011422977,-0.003703722,-0.020532641
37,23-02-2018,0.00916731,-0.00802573,0.010603752,0.012823302,0.021999977,0.017579491,0.005633765,0.022727273,0.015354431,0.004369748,0.005103393,-0.009489614,0.055441408,0.049842557,-0.019185544,-0.015040821,0.024050652,0.013341366,0.012046185,0.003228764,0.022490603
38,26-02-2018,0.006428828,-0.013785611,0.002670655,0.011626034,0.028108667,-0.01790699,0.012070548,0.013161733,-0.011952564,-0.005555572,0.002039474,0,0.026007802,0.01691615,0.00148171,0.006956476,-0.007926848,0.035557412,-0.000325381,-0.004166639,0.019547325
39,27-02-2018,-0.006139376,0.00542866,0.011661355,-0.004079416,-0.023703548,0.019030721,-0.028419471,-0.010201107,-0.00829027,0.007923621,0.018256295,-0.004242424,-0.06066411,-0.013430674,-0.007822876,-0.015826887,0.001377777,-0.017560858,0.015099834,-0.03691586,-0.005244002
40,28-02-2018,0.000831786,0.022821263,0.008417165,-0.005280389,-0.010093503,-0.008468701,-0.004761905,-0.025295822,-0.001609372,0.002923604,0.002187856,-0.009769403,0.028256305,0.0015441,-0.011192557,0.00372974,-0.004786869,0.002883031,-0.00242797,0.052973462,0.010162602
41,01-03-2018,-0.002761394,-0.011248841,-0.003312788,0.001466667,0.001236966,-0.006402809,-0.024760383,-0.011620758,-0.01706077,-0.008066664,0.009457349,-0.011707288,0.077852389,-0.006167419,-0.009246726,-0.008187771,0.000155872,0.005040611,0.012652049,-0.010983706,-0.019200012
42,05-03-2018,-0.008447365,-0.005948297,-0.021492841,-0.001573308,-0.002191242,-0.018067382,-0.005577369,-0.01469663,-0.002753831,-0.027404926,-0.017405414,-0.002097486,0.061635245,-0.022075055,-0.018121028,-0.018584128,-0.020322026,0.027594728,-0.004678212,0.006496691,-0.008173273
43,06-03-2018,-0.021447448,-0.017476996,-0.020221564,-0.012293359,-0.016742748,-0.0197774,-0.043125773,-0.011788745,-8.58E-05,-0.020304087,-0.00728954,-0.00982801,-0.031690107,-0.02970595,-0.02047408,-0.010124871,-0.008238295,-0.013607557,-0.000484399,-0.048109976,-0.01602758
44,07-03-2018,-0.007401,-0.007382958,-0.01876512,-0.005718183,-0.001265993,-0.019684066,-0.018150644,-0.006268119,-0.010153604,0.006379651,0.002158941,0.009181171,-0.024014742,-0.01552795,-0.011961326,0.001818433,0.005301186,0.005778453,-0.01610306,-0.002604167,0.018954397
45,08-03-2018,0.003220103,0.011101357,0.013226591,-0.004570015,0.005120819,-0.026213595,0.031076431,-0.016895179,-0.010636493,-0.005356414,-0.006083283,-0.002197788,-0.075925951,0.017480277,0.005405599,-0.019213523,-0.013461577,0.001505566,-0.011730225,-0.007216464,-0.005060729
46,09-03-2018,-0.004718659,0.002758207,-0.003224057,-0.000970376,-0.030410602,-0.013377555,-0.02741319,-0.025838512,-0.004600736,0.008945759,-0.011032989,-0.000427452,-0.063576199,-0.006615366,0.009570505,-0.002511433,-0.018278854,-0.012401922,0.014797764,-0.030051834,-0.01220978
47,12-03-2018,0.013439079,0.013287129,0.01137224,0.006090292,0.025985623,0.043785586,0.0217466,0.035784353,0.006689316,-0.002207931,-0.010337675,-0.001747002,-0.090653617,-0.003067485,-0.008108638,0.017665827,0.02114758,0.01028481,-0.002417795,-0.029255319,-0.015799988
48,13-03-2018,0.001140288,0.003698432,0.001345026,0.000322689,0.022736008,0.010438951,0.010974353,0.021815306,-0.001811886,-0.000285747,0.003706866,0.008966732,0.07544143,-0.003565873,0.015494324,0.013222174,0.013268628,-0.00652429,0.004380195,0.071428571,0.010644856
49,14-03-2018,0.003029254,0.001017771,0.002212496,0.008215524,0.015838346,-0.007983138,0.017605109,-0.003745262,-0.002675853,-0.006117257,-0.005883092,0.014084507,0.120637265,0.004296875,-0.003726735,0.004385964,0.018849821,0.000703144,-0.012337623,0.061882432,0.000201788
50,15-03-2018,-0.004666475,0.001822054,-0.017712945,0.008096502,-0.004048134,-0.000712644,-0.017758169,-0.010624981,-0.016273483,0.001052308,0.003713192,0.003797673,0.024010369,-0.022796353,-0.016850175,-0.010763375,-0.020382565,-0.000545984,-0.005942516,-0.008325152,0.010088781
51,16-03-2018,-0.015135709,-0.010381539,-0.01043956,-0.021776326,-0.01773318,0.000478453,-0.015521738,-0.022555186,-0.019298246,-0.012512341,-0.004754204,0.004816528,-0.001896346,-0.017804311,-0.003878379,-0.018036006,-0.003344539,-0.02126172,0.000498153,-0.019607843,0.004581649
52,19-03-2018,-0.010395503,-0.015068197,-0.009404736,-0.005511049,-0.001726996,-0.042293912,-0.010399215,-0.015527472,-0.010000042,-0.019986247,-0.00605623,-0.004243133,-0.076388829,-0.024285695,-0.01951401,-0.010852555,-0.047343731,-0.012397755,0.000825083,-0.049309664,-0.026613692
53,20-03-2018,0.00365858,0.013032255,-0.01062172,-0.000434809,0.014608492,0.000375068,-0.002734534,0.008600955,0.002358469,0.00649739,0.019046047,0.002589183,0.022916694,0.021639364,0.024162835,-0.011273954,-0.006414513,-0.00168985,0.054728897,0.023898035,0.017212749
54,21-03-2018,0.001370754,0.004728742,0.000613963,0.001428584,0.009124088,0.02850125,-0.016805236,-0.016681018,-0.020588214,-0.007443444,-0.006006392,0.000631263,0.002642074,-0.016147044,-0.0201773,-0.013492096,-0.012483535,0.00647543,0.018920995,-0.015897467,-0.031075709
55,22-03-2018,-0.006044473,-0.006941448,0.012046835,0.002952544,-0.012573892,0,-0.020890946,0.013577003,-0.016287556,-0.004187089,0.000784426,0.014227772,-0.001955593,-0.010539235,-0.025954908,0.000570581,-0.012417219,0.005564687,-0.008138802,-0.013541698,0.003929667
56,23-03-2018,-0.001664627,0.019606945,-0.000615679,-0.0083019,-0.019569472,0.002804863,-0.004332173,-0.021412098,-0.005000022,-0.00858236,-0.005921748,0.016477273,-0.016438315,0.015666707,0.003298573,0.010574645,-0.024829891,-0.003883937,0.021012959,-0.024157326,0.017367688
57,26-03-2018,0.016288528,-0.010882564,0.009184087,0.028327009,0.015,0.023422266,0.02141181,0.028514371,0.003246753,0.024593974,-0.004047164,0.043882105,0.029999971,0.026926263,-0.006635013,-0.033750009,0.062237024,0.018911785,0.008103957,0.045977011,0.024430617
58,27-03-2018,4.25E-05,0.006812269,-0.005635021,0.001693096,0.002844276,-0.020823427,0.003180191,-0.003819465,-0.013982226,-0.01642107,0.028950944,-0.009200841,0.041666709,-0.013040038,0.019924967,0.002968744,-0.008658697,0.002580606,-0.013630168,0.020584983,0.007668997
59,28-03-2018,-0.003909898,-0.016131809,-0.013686386,0.000846615,-0.003618594,-0.031796174,-0.016254438,-0.022823035,0.001290226,-0.009405441,0.004058072,-0.001432259,-0.034090948,0.009738154,0.030485667,0.023679699,0.006270607,-0.003692483,0.002767935,0.016198704,0.024161414
60,02-04-2018,0.006796317,0.001761339,0.002470536,0.020322385,-0.021986616,-0.017314397,-0.037132375,-0.001590429,0.057614723,0.015768571,0.013181272,0.004148962,-0.002805119,0.064277681,0.022226096,-0.018731175,0.003934466,0.014785355,0.003361363,0.005813996,0.008653846
61,03-04-2018,0.005217484,0.002858902,0.009887627,-0.004623389,0.020685423,0.020711539,0.034932845,0.019192847,-0.008688097,0.002423698,0.009137018,-0.01531151,0.016197211,-0.015838151,0.023512898,0.012434738,0.021732007,0.010845837,-0.008693018,0.00726892,-0.011977163
62,04-04-2018,-0.012514362,-0.013985052,-0.011485394,-0.01705343,-0.02360559,-0.025925874,0.002427274,-0.034330986,-0.005933724,-0.008476667,0.002134013,-0.035607701,-0.048979565,-0.007153883,0.030285422,-0.002279635,-0.022389254,-0.053139375,-0.000460104,-0.01443301,-0.006529718
63,05-04-2018,0.009217188,0.009655616,0.004653495,-0.001178041,0.007408113,-0.019781034,0.033469692,0.034790366,-0.019055986,0.007365609,-0.000190491,0.006947457,-0.006172908,0.008784831,-0.020060111,0.00422961,0.002724378,0.008703908,-0.015358845,0.024514821,0.004240578
64,06-04-2018,0.000546851,-0.009385923,-0.00016488,0.006122424,-0.008514828,-0.02182735,0.00880824,0.001227876,-0.003564427,-0.011349894,5.98E-05,0.02043477,0.008275834,-0.008602114,0.014539636,0.007991535,0.003192848,-0.001343199,-0.007429172,0.008893291,0.019423031
65,09-04-2018,0.004009368,-0.016771459,0.003395559,0.008322497,0.030031894,-0.008205245,0.006821124,-0.013845013,-0.031391283,-0.005224434,0.003427004,0.016184533,0.013736263,-0.012614679,-0.001165663,-0.009877336,0.003014476,0.002211554,0.02338999,0.00675999,0.012098344
66,10-04-2018,4.15E-06,-0.011401931,-0.00168844,-0.015846166,0.043777528,0.01260671,0.031785693,-0.012847264,0.003237097,-0.005731311,0.012219121,-0.001504162,-0.011984035,-0.001090361,-0.009283169,-0.006732495,0.003458051,-0.003770268,-0.012480992,-0.022695054,-0.001311375
67,11-04-2018,-0.000880478,0.005277302,0.009727217,-0.002991675,-0.019090909,-0.00427234,-0.019668676,0.025760656,0.008272702,-0.009917391,-0.004312445,0.015041494,-0.028301874,-0.009511812,0.003046179,-0.015505046,-0.025,-0.007443975,-0.01245776,-0.033014325,0.007352873
68,12-04-2018,0.003341757,0.025906943,-0.002634422,0.000727323,0.024189806,-0.01028512,0.00791696,-0.021970593,-0.003231286,-0.004627331,0.017976355,-0.001839538,0.007768291,0.027440038,0.015046588,0.001689714,-0.001762782,0.002119272,-0.004978239,-0.022772307,-0.014999956
69,13-04-2018,0.000735119,-0.004682844,0.008269293,0.000544913,-0.016515383,-0.009049138,0.002434824,0.003782689,-0.002518029,0.006277021,0.007510844,0.002441282,0.014767989,0.026589184,-0.032066981,-0.004719884,-0.01715373,-0.001877953,-0.013884593,-0.008040231,0.014738851
70,16-04-2018,0.010626074,0.030473937,0.002406417,0.007666719,0.00687096,0.002391715,0.005950234,0.00484427,0.060710647,0.014214303,0.006300381,0.000152619,0.015471154,0.031612725,-0.003295898,-0.003987736,0.006486136,0.022827823,0.018837783,-0.014077366,0.00501861
71,17-04-2018,0.000385606,-0.006139805,0.005808699,0.003814445,-0.0223059,0.010869552,0.012847264,-0.011095937,-0.008717908,0.002556308,0.029805848,0.013553275,-0.0035014,-0.004135876,-0.010683149,0.002000003,-0.012980731,-0.012587881,-0.009445612,-0.01959796,0.025940337
72,18-04-2018,-0.003244224,0.001289993,-0.008465608,-0.006131325,-0.030467267,0.002605522,-0.009556273,-0.006292537,0.001457935,-0.005333599,-0.004530393,-0.026407573,-0.02508715,0.000815764,-0.004553763,0.00992672,0.000161669,0.001869178,-0.004524218,-0.017857143,-0.014780978
73,19-04-2018,0.000686473,0.007740171,0.003250893,0.002038159,-0.013164171,0.02451357,-0.003618256,0.051264796,-0.005701602,3.51E-05,0.021590304,-0.023435525,0.000713324,-7.41E-05,0.005017143,0.009482267,0.025806452,-0.004580764,0.001720056,-0.008717928,0.002976258
74,20-04-2018,-0.000539073,0.034914361,-0.011661355,0.009757957,-0.016238829,0.014813885,-0.024056705,0.007843118,0.008751568,-0.000490333,0.001573641,0.002041897,-0.037884119,-0.002017901,-0.012033035,-0.02131756,-0.032768837,-0.001099697,-0.009068149,-0.044791698,0.007300569
75,23-04-2018,-0.00124434,0.014879911,0.008465476,-0.025680419,-0.006765997,0.012923445,-0.001607186,-0.012625426,0.047539895,0.000157678,-0.02251367,-0.000207632,0.026666711,-0.00075188,0.007961992,-0.000450893,0.009838671,0.031545741,-0.003145148,0.028571407,0.006952296
76,24-04-2018,0.003631682,-0.026244705,0.034179362,-0.001392661,-0.002369458,0.00644365,0.018638036,0.017235454,-0.00315671,0.011817227,-0.013495102,-0.003416137,-0.021014449,0.004235438,-0.003206066,0.011227545,0.033061832,-0.025304841,-0.004564716,-0.012286336,-0.007454342
77,25-04-2018,-0.002656661,0.005979224,-0.001902191,-0.009198991,-0.013069319,0.01400959,-0.013790644,-0.019594554,-0.007018736,0.005931682,-0.01487607,0.005759162,0.004477657,-0.006665188,-0.003729737,-0.032062668,0.003703741,-0.003677584,0.020202097,-0.013043446,0.019444444
78,26-04-2018,0.005231304,0.009141652,0.003446477,0.005364608,-0.007724731,-0.035731182,-0.004464286,-0.000858369,0.014373891,-0.014646604,0.029744995,-0.002366243,-0.005970179,-0.005341473,0.000749347,-0.006716565,0.070386119,-0.012465719,-0.015562367,0.007773426,-0.002888043
79,27-04-2018,0.006408033,0.004364427,0.006577283,-0.001635526,0.125052242,0.002328435,0.043092501,0.008916344,-0.006377399,0.014631484,0.000828729,0.008234088,0.046656296,0.033642691,-0.00527681,0.011620761,-0.044819015,-0.002982769,0.008163284,0.036263769,0.006479547
80,30-04-2018,0.003973598,0.00959598,-0.021935651,0.008087079,-0.031772732,0.001467202,-0.015743903,0.013582343,0.016164194,-0.003060499,0.034801937,0.007341579,-0.012686537,-0.036991669,-0.010071449,-0.017230901,0.034428537,0.010440323,0.029566526,0.012725312,0.009701887
81,02-05-2018,-0.004316246,-0.001833293,0.004335273,0.011291606,0.006634638,-0.007299347,-0.02652376,-0.048825463,0.002216709,-0.005617036,-0.018723404,-0.016258932,-0.014361375,-0.055481499,-0.008352719,-0.00735966,-0.02370127,-0.02237409,-0.047597616,-0.036649215,-0.025881577
82,03-05-2018,-0.004372653,-0.013480821,-0.014739021,0.001297734,0.027799274,-0.008823477,0.013669022,0.011480042,-0.00807506,0.000723934,-0.014256419,-0.006004128,0.002307723,0.002987459,0.001395172,-0.001236263,-0.002816901,-0.02563293,0.003536997,-0.005978293,-0.003051431
83,04-05-2018,-0.006532431,-0.014369728,-0.010425839,0.010599886,-0.023918957,-0.035036529,0.008556128,-0.030271818,-0.02299507,-0.035857238,-0.000740952,0.001619632,-0.015174506,-0.037109375,-0.009458328,0.021055847,-0.023466264,-0.000243941,0.009076452,0.001098879,-0.025627219
84,07-05-2018,0.006418746,0.005309659,0.014457177,-0.00239355,0.018952404,-0.006242237,0.01775976,0.006525594,8.46E-05,0.014555544,-0.003470312,0.005759041,-0.00531508,0.012258026,0.004071889,0.041187147,0.002741342,0.018270402,0.003291498,0.003243276,0.001100378
85,08-05-2018,-0.00377742,-0.009519418,-0.006060258,-0.006265803,0.011398628,0.00564615,0.02231405,-0.010664294,-0.00370997,-0.017297301,-0.006278195,-0.01219389,0.025954153,-0.005647901,-0.022508062,-0.004513716,-0.014918899,-0.014888497,-0.0028138,0.007514718,0.001465021
86,09-05-2018,0.003445456,0.001068376,0.007905714,0.007124682,0.013111682,0.004616354,0.000977894,-0.002288711,-0.004729709,-0.003398016,-0.001219322,0.018074778,0.0155556,-0.020268101,-0.014838562,-0.003061662,0.010897995,-0.010946536,-0.010823567,-0.008099352,-0.004610845
87,10-05-2018,-0.003046092,0.002188882,0.003684409,-0.000150778,-0.001549637,0.007946269,-0.007115174,-0.01513281,-0.029503497,-0.018124983,-0.017874296,-0.013590288,-0.021167839,-0.019526984,-0.011985505,-0.010045078,-0.009482724,-0.037682995,-0.001425894,-0.047800118,-0.011319421
88,11-05-2018,0.007022242,0.008970525,0.005799768,0.010376896,0.011334574,-0.040547222,0.013355068,0.017198603,-0.003733873,-0.004436214,0.027740498,-0.040010016,0,0.01693815,-0.00575377,0.004103168,0.013907049,0.034167288,-0.017902389,0.060697154,0.026252452
89,14-05-2018,2.48E-05,0.012425511,-0.009105592,0.002082277,0.000452899,-0.021292936,-0.001449684,-0.016887207,0.002170893,-0.001514635,0.007032019,-0.038120104,-0.047368451,-0.01431867,-0.02676081,0.00349849,-0.015145072,-0.032716388,0.007251048,0.011481057,-0.009285736
90,15-05-2018,0.000171362,0.0027327,-0.00066329,0.00883072,-0.008033962,-0.006806228,-0.005489222,-0.003723362,-0.005018976,0.003477661,-0.003085497,0.006918945,-0.009538998,0.011970645,0.005431354,-0.018930641,0.001884041,0.001090644,-0.002873085,-0.026704523,0.00593523
91,16-05-2018,-0.001818572,-0.002096348,-0.020331841,-0.005184299,0.003378952,-0.00701061,-0.023278708,-0.00854253,-0.026347868,-0.006614886,0.01552642,0.006432445,0.002419387,-0.025399399,-0.001876395,-0.027213909,0.010115607,-0.009798955,0.02167282,-0.007647082,0.000177262
