Date,ADANIPORTS.BO,BAJFINANCE.BO,HDFCBANK.BO,ICICIBANK.BO,ITC.BO,RELIANCE.BO,SBIN.BO,TATAMOTORS.BO,TCS.BO,TECHM.BO
25-01-2019,385,2644,1051.949951,361.25,279.1000061,1250.099976,288.5,176.3000031,1904.400024,730
28-01-2019,376.8999939,2601.199951,1049.5,354.2000122,279.2999878,1253,286.3999939,174.3000031,1931.699951,730
29-01-2019,339,2469.899902,1042,344.8500061,276,1230,282,171.6000061,1956,735
30-01-2019,348.1000061,2572.199951,1038,351,280,1215,280.7999878,174.5,1983.150024,731.8499756
31-01-2019,338.2999878,2614,1019.5,372.7000122,277.3999939,1201,289.8999939,175.3000031,1988,721.7999878
01-02-2019,342,2598,1041,364,280,1234,296.0499878,182,2005,733
04-02-2019,339,2635,1049.5,351.6000061,281.7000122,1245.550049,283.3999939,181,2030,747.8499756
05-02-2019,334.8999939,2595.25,1054.5,354.9500122,277.2000122,1292,284.0499878,180,2049,762
06-02-2019,339.8999939,2610,1060,353,274.3999939,1298,285.3999939,177,2052,782
07-02-2019,331.1499939,2709.100098,1063.5,359,278.25,1310.949951,289.7999878,179.4499969,2079.399902,805.2999878
08-02-2019,334,2695.100098,1057,353.1000061,281,1287,285.5,164.6499939,2078,803.7999878
11-02-2019,332,2725,1061.5,355,278.2999878,1277,286,150.5,2062,805.0999756
12-02-2019,328.7999878,2662.25,1069.5,349.8500061,277.4500122,1253,280.25,153.6000061,2070,810.0999756
14-02-2019,341.1000061,2589.949951,1070,340.7000122,278,1240.25,268.5,155.8000031,2064,802
15-02-2019,348.8999939,2631,1055,344.3500061,279,1225,268.5,160,2045,796.0999756
18-02-2019,349,2555,1051.525024,341.5499878,280.5,1245.300049,263.0499878,162.3000031,2035,816
19-02-2019,347,2551.25,1045.5,340.2999878,274.1499939,1219.199951,260.5,164.8000031,1971.75,805
20-02-2019,341,2576.899902,1042.5,344.1499939,277.5,1226.099976,265,165,1913.949951,795
21-02-2019,352.8999939,2621.800049,1053.5,346,276,1236,269.9500122,166,1924,814.5
22-02-2019,355.5,2659.949951,1060,351.9500122,276,1241.25,268,170,1920,828.9000244
25-02-2019,338,2645.5,1049.224976,353.4500122,275,1235.800049,271,175.4499969,1927.150024,832.5
26-02-2019,327,2645,1058.949951,352.1000061,276,1214.400024,268,173.5500031,1977,826.7999878
27-02-2019,326.1000061,2658,1057,350.5499878,276.5,1227.400024,267.2999878,183.3500061,2037,836
28-02-2019,327.6000061,2655.649902,1045.900024,348.25,276.7000122,1231,267.5,179.1499939,2065,832.0499878
01-03-2019,328.5,2662.800049,1042,351.7999878,277,1235,270,179.1999969,1990,830
05-03-2019,333.3500061,2664.949951,1047,355,279.1000061,1226.699951,271.8999939,183.9499969,2002,821
06-03-2019,343.7000122,2710,1053.75,364.1499939,284.5,1239.5,276.2999878,195.25,1990,812.9000244
07-03-2019,336,2777,1055,372,285.8999939,1262.699951,279.7000122,191.8999939,2000.5,822.9500122
08-03-2019,340.8500061,2734.800049,1059.974976,370.3999939,290.9500122,1265.050049,282,188.3000031,2029,808.25
11-03-2019,342,2770,1064.275024,370.7999878,292,1270.800049,283.2999878,181.6499939,2022.699951,813
12-03-2019,353.3999939,2815,1072.5,378.5,293.0499878,1317.099976,289,184,2018,810
13-03-2019,360.7999878,2796,1086,384,296,1334.5,286.5,184.75,2006.099976,806
14-03-2019,366.4500122,2826,1117.5,392,290.2999878,1350,294.1499939,181,2009,796.5
15-03-2019,366,2808.75,1112.5,388.1000061,296,1345,292.0499878,180,1993,788.9500122
18-03-2019,363,2864,1130.275024,395.6000061,291.1000061,1325.099976,298.3999939,180.5500031,2045,802.0999756
19-03-2019,369.1000061,2933,1131.5,397.5,294.5,1359,300.0499878,182,2026,791
20-03-2019,365.8500061,2921.649902,1135,398,300,1379,302.8999939,183.3999939,2025,799.9500122
22-03-2019,360.9500122,2884,1152.099976,394,300,1374,304.0499878,180.25,2015.5,790
25-03-2019,360,2823.699951,1134.875,388.8999939,297,1330.099976,294.8999939,174.3999939,2007,791
26-03-2019,361,2856.300049,1140.949951,384.25,295,1330,294.0499878,171.6999969,1985,790.0499878
27-03-2019,369.5,2957,1155.599976,395,293,1377,305,174,1985,772.0999756
28-03-2019,369.9500122,2943,1150.099976,392.7999878,294.9500122,1350,310,169.6999969,1978,770
01-04-2019,382,3027.5,1162.5,402,297.25,1368.550049,322,176,2010,782.5
02-04-2019,384.7000122,3005,1157.574951,399,297,1396.550049,323.5,188.75,2040,788
03-04-2019,379.5,3062.199951,1147.5,398,297.7999878,1394.449951,330.2999878,205.3000031,2089.800049,794.5999756
04-04-2019,384.8999939,3050,1147.5,393.2999878,295.9500122,1379,320.75,202.3500061,2080,780.9000244
05-04-2019,380,3031.199951,1147.5,391.8999939,295.2000122,1360.099976,323.6000061,208,2029.699951,777
08-04-2019,389.8999939,3120,1157.5,392,293.5,1354.599976,318.7999878,206.5,2060,779
09-04-2019,381,3020,1145,387.1000061,292.5499878,1330.900024,313.5499878,200.3999939,2074.699951,790.9000244
10-04-2019,379.8500061,3020,1127.5,396.8999939,294.5499878,1340,315.1499939,206.3999939,2098.600098,789.4000244
11-04-2019,381.8500061,3002.75,1124.5,394.3500061,294.9500122,1332.800049,311.2000122,216.6000061,2048,792.9500122
12-04-2019,380,3057.899902,1128.375,391.0499878,296.3999939,1348.900024,314.5,219,2040,779.9500122
15-04-2019,385.2999878,3030,1133.050049,394.8999939,307,1344.699951,315.2999878,216,2071,786.75
16-04-2019,388.3999939,3022.550049,1146.150024,396.6000061,307.7999878,1345,316.1499939,234.5500031,2116,800
18-04-2019,397,3059.949951,1153,408.6000061,307.2999878,1365.449951,315.8999939,232,2141,797.2000122
22-04-2019,390,3022.949951,1165,404.2999878,304.3500061,1364,309.0499878,235.8999939,2148,803
23-04-2019,392,2983.550049,1135.125,399.9500122,303.7000122,1349.949951,310.4500122,235.1999969,2166,804.0999756
24-04-2019,389,3048.899902,1126.949951,396.5,303,1370,307,233,2157.699951,805.0499878
25-04-2019,397,3085,1141.5,401.8999939,306.4500122,1392.900024,311.5,224.25,2169,820
26-04-2019,390,3075,1134.949951,398.6000061,305.8999939,1377.699951,306.4500122,222,2200,808.25
30-04-2019,388.1000061,3085.149902,1140.050049,407.3999939,305,1395,312.5,215.5500031,2230,823
02-05-2019,390,3099.600098,1160.5,404.6000061,302,1394,308,212.8999939,2260,834.7000122
03-05-2019,394.2999878,3133.699951,1180.599976,397.4500122,304,1407,308.1000061,204.8999939,2191,831
06-05-2019,385,3079,1179,398,304,1399,307.7999878,205,2113,810
07-05-2019,380.3500061,3055.199951,1181.5,400.8999939,308.1000061,1391.5,310.2999878,201.6999969,2155,816
08-05-2019,370.3999939,3017.699951,1162,386,300.8500061,1340,305.4500122,190.5,2158,814.5499878
09-05-2019,369.6499939,2904.699951,1156.5,382,300,1291.699951,298.8999939,183.6000061,2145,805
10-05-2019,365,2980,1146,384,299.7999878,1264.900024,301.9500122,188,2174.350098,815.5
13-05-2019,370.0499878,2921,1148.375,386.7999878,296,1250.400024,310.3999939,186.3999939,2140,810
14-05-2019,364,2925,1147.525024,377.6000061,291.2000122,1235.199951,307.8999939,178.5,2137.5,816
15-05-2019,370.7999878,2929.949951,1153.400024,383.4500122,297.7000122,1274.800049,316,185.9499969,2105,793.2999878
16-05-2019,360.5499878,3006.5,1144,379,299,1261,312.5,175.0500031,2096,790
17-05-2019,370.5,3144,1158.949951,381.7999878,296.1499939,1268,315.0499878,175.25,2120.600098,795.7000122
20-05-2019,395,3399.850098,1200.025024,404,305,1313.900024,334.5,182,2126,801
21-05-2019,412,3415.350098,1216.5,408.1499939,307,1329.300049,346.0499878,186.6000061,2145,784
22-05-2019,392,3433.050049,1208.75,402,302.9500122,1349,339.5,177.3000031,2114,760
23-05-2019,401,3529,1205,412.2000122,304.8999939,1370,350,183.75,2100,756
24-05-2019,409.8999939,3399,1178,413.8999939,292,1349.900024,345.2000122,178,2074,745.5
27-05-2019,409.2999878,3450.199951,1203,431.7000122,292,1336,355.2999878,182.0500031,2060,736
28-05-2019,423,3455,1205.125,435,291.25,1317.199951,361.5,181.6999969,2060,734
29-05-2019,412.2999878,3424,1208,429.8999939,289.9500122,1322.25,358.4500122,180.3999939,2071,740
30-05-2019,405.7000122,3410,1214.974976,422.9500122,289.5499878,1316.400024,350,176.6499939,2120,741.0999756
31-05-2019,409.1499939,3508,1225.050049,429.5,289,1339,354.1000061,176.5,2159.949951,736.5
03-06-2019,415.1000061,3465,1217.25,422.5499878,281,1335,352.0499878,170,2207.800049,764.9500122
04-06-2019,423.7999878,3510.050049,1228.5,416,279.7000122,1358,354.2999878,174,2226,758.9000244
06-06-2019,426,3535,1230,416.5,281,1354.199951,349.7999878,174.1000061,2199,749.9500122
07-06-2019,426.5,3468,1212.525024,413.75,276.1499939,1327.699951,337.8999939,170.5,2177,741.9000244
10-06-2019,424.7000122,3540,1232.5,419.3999939,278,1319.900024,345.3999939,170.5,2194.899902,755
11-06-2019,426,3522,1226.5,419.3500061,280.2999878,1321.150024,344,167.8999939,2237.899902,769
12-06-2019,426.0499878,3550,1224.375,422.5,281.8999939,1335.199951,347.3500061,171,2249,763
13-06-2019,424,3514.949951,1222.5,416,279.8999939,1330.949951,342.2000122,166,2257,747.4000244
14-06-2019,425,3550,1227.449951,420,280.7000122,1322.699951,346.2000122,167.3999939,2255,747
17-06-2019,426,3519.800049,1218.5,418.2000122,279,1321.199951,343.7999878,164.0500031,2259.899902,741.9000244
18-06-2019,423.2999878,3460.550049,1220,415.0499878,276.5,1281,335.0499878,159,2249.800049,737.2000122
19-06-2019,422,3530,1209.175049,425,276,1285.25,343.6000061,159.6000061,2253,742.9000244
20-06-2019,400.0499878,3524,1214.724976,420.1499939,278.3500061,1279,342,153,2230,729
21-06-2019,401.8999939,3587,1213,432.9500122,277.8999939,1295,345,154.8999939,2280,725.9500122
24-06-2019,400,3566.100098,1204,431.5,274,1268,350,159.3000031,2250,739.8499756
25-06-2019,406,3545,1212,429.6000061,275.7000122,1262,353.25,158.3999939,2277,728
26-06-2019,405.6499939,3580,1214.25,432.7999878,278.5,1288.050049,355.5499878,160.3999939,2272.899902,725.0999756
27-06-2019,414.1000061,3628.199951,1233.5,439.7999878,278,1294.550049,358,162,2256.399902,716.75
28-06-2019,408.7999878,3630,1231,439.7999878,274.2000122,1279,362,165.6499939,2255,709
01-07-2019,412,3685,1225.550049,439.7000122,274.8999939,1257,362.2000122,163.75,2239.649902,708
02-07-2019,412.1499939,3710,1245,439.8999939,275.1499939,1275.050049,362.5,167,2240,704.5
03-07-2019,414.5,3715,1247.574951,437.1499939,275,1281.550049,366,163.6999969,2259.899902,716
04-07-2019,420,3720,1249.949951,436.1000061,278.6000061,1282,367,162.6999969,2237.300049,704.6500244
05-07-2019,416.8999939,3739.949951,1246,436.2000122,277,1287.050049,369.25,165.8500061,2241,700
08-07-2019,403.8999939,3730,1236.199951,434.5,281.6499939,1261,368.8999939,159.6000061,2159,682
09-07-2019,398,3414,1204.400024,429.8500061,278.5,1250.300049,355,154,2170.5,680
10-07-2019,408,3603,1192.449951,429.1499939,274.7999878,1281.199951,360.2999878,156.0500031,2081,674.4000244
11-07-2019,407.6000061,3461.800049,1198.5,431.3500061,273.7000122,1284.050049,358,153.3500061,2124.600098,676.7000122
12-07-2019,412.4500122,3478.949951,1207.625,426.7000122,277.5,1284.699951,363.3500061,156.3999939,2108.5,666
15-07-2019,416.4500122,3311,1206.449951,427.4500122,275.1000061,1285,364.1000061,159.5,2120,670.5499878
16-07-2019,409.2999878,3435,1207.400024,422,271.0499878,1279,358.7999878,160.1999969,2131.649902,682.4000244
17-07-2019,421.5,3445,1199.400024,424.0499878,272,1296.800049,364.5499878,170,2106,677
18-07-2019,414.2000122,3460,1200,425.7999878,273.5,1281.900024,372.2000122,167.6999969,2115,687
19-07-2019,414.9500122,3493.949951,1212,419.5,273.5,1268.25,364.6499939,162,2095,693.7999878
22-07-2019,403,3322.050049,1176.5,410.7999878,268.3999939,1256.949951,356.2000122,155.0500031,2080,677
23-07-2019,407.2999878,3251.399902,1148.525024,413.4500122,266,1285.699951,352.7999878,157.0500031,2127.800049,672
24-07-2019,399.9500122,3275.050049,1131.5,412.25,270.7000122,1274,342.2000122,156.6000061,2115,671.2000122
25-07-2019,381.8500061,3195.25,1142.5,410.1000061,271,1267.949951,341,151.6999969,2115,643
26-07-2019,380.2000122,3050,1142.5,409.2999878,269.7999878,1233.449951,341.4500122,138.1499939,2111,655
29-07-2019,381,3275,1139.175049,432.5,269.5499878,1219.400024,342.6000061,148.5,2111,643
30-07-2019,377.5,3274.5,1127,430.7999878,268.5499878,1211.25,343.75,138.3999939,2125,645
31-07-2019,373.8500061,3230.050049,1125,423,268,1177.949951,325.75,134.4499969,2175,628.5
01-08-2019,378,3211.050049,1116.5,423.7000122,270.5499878,1169.800049,331,135.8000031,2206,632
02-08-2019,368,3198.699951,1105.5,414.7999878,268,1175.5,315.5499878,128.8999939,2179.899902,625.6500244
05-08-2019,372.7000122,3209,1100.5,403.5,265.3999939,1177.5,299.7000122,127.9499969,2185,631
06-08-2019,360,3152,1084.349976,400.6000061,259.5,1136.800049,298.7000122,122.3499985,2232,653.9000244
07-08-2019,380.75,3280,1094.5,409,258.8500061,1127.800049,302.5499878,122.5500031,2220,672.0999756
08-08-2019,378,3298.949951,1095.5,412,254.25,1109,290,117.6500015,2222,675.9000244
09-08-2019,377.7000122,3360,1124.724976,416,259,1159,297,124.6500015,2270,678.2999878
13-08-2019,377.25,3420,1141,419.5,254.3999939,1240,292.1000061,124,2250.199951,663.6500244
14-08-2019,360.25,3255,1123.5,413.7999878,245.6000061,1298,285,122.3000031,2182,639.7999878
16-08-2019,357.9500122,3271,1110,417.1499939,248.8500061,1290.550049,287.2000122,120,2233,658
19-08-2019,364,3351,1117.75,421,253.3000031,1280.800049,292.6499939,121.5,2167,662.9000244
20-08-2019,357.2000122,3331,1106,421.6000061,252,1294,286.5499878,119.9499969,2168.5,676
21-08-2019,356,3295,1108.5,414.3500061,248.6999969,1277.400024,285.2999878,123.5,2187,673
22-08-2019,351.1000061,3260,1113,411.2000122,242,1271,277,112.1999969,2186.050049,679
23-08-2019,346.5,3117.800049,1080.800049,390,239.4499969,1243,267.3999939,109.5,2221.5,685.9000244
26-08-2019,363.1000061,3275,1102.449951,408.6000061,244,1294,288,115.6500015,2254,690
27-08-2019,371.5,3350,1129.949951,413.7000122,244.5,1283,284.3999939,112.3000031,2270,691
28-08-2019,374,3370,1127.5,418.8999939,247,1276,287.25,120.75,2242,678.7999878
29-08-2019,365.1000061,3352,1124.949951,411.7000122,244.5,1257.949951,283,116.3499985,2239,691.25
30-08-2019,368.0499878,3348,1117.5,408.3999939,241.6999969,1247,276.25,115,2236.050049,692.5499878
03-09-2019,360.2000122,3319.800049,1112.5,407.9500122,244.8500061,1240,271.8999939,111.6500015,2259,699
04-09-2019,362.7000122,3270,1105,390,242,1200,269.7000122,112.1999969,2269.699951,707
05-09-2019,366,3289,1127.5,389.7000122,242.3000031,1208,275.3999939,110,2246.649902,710
06-09-2019,369.5,3317.199951,1116.5,391.8999939,245.8000031,1205,275.3500061,118.5999985,2215,714
09-09-2019,366,3372,1127.5,392.0499878,244.25,1222,274,119.4000015,2203,725
11-09-2019,370,3449.949951,1135.5,395.9500122,245.5,1222.699951,278.8999939,124.5,2192,713.2000122
12-09-2019,374,3411,1125,398,244.9499969,1238,287.0499878,134.5500031,2154,703.7999878
13-09-2019,375.25,3399.899902,1126,407.7999878,242,1214.699951,286,129.3000031,2138,703.4500122
16-09-2019,373.9500122,3425,1128.125,409.6000061,240.6999969,1191,287.8999939,128.1999969,2150.350098,710.5999756
17-09-2019,371,3424.199951,1127.5,406.8500061,239.8999939,1214.800049,285.2999878,128.75,2154,718
18-09-2019,365.2999878,3417.699951,1107.574951,404.8999939,238,1204.849976,277,122.9000015,2115,709
19-09-2019,365.2999878,3434,1099.800049,396,240.3999939,1207,280.5,123.5,2138.850098,718
20-09-2019,362,3376,1108,388.2999878,237,1186.599976,274.0499878,125,2102.5,707.7000122
23-09-2019,387.2000122,3777,1255.349976,432,249.1000061,1278,308.2000122,135,2085,704
24-09-2019,410.5,4025.100098,1257.25,443,255.3999939,1243,313.2000122,128.8000031,2015,685.2000122
25-09-2019,411,3960,1251,440,255.8000031,1281,299.3999939,129.9499969,2057,704
26-09-2019,411,3921,1240,437.25,247.8500061,1290,281.6000061,123.9499969,2091,705
27-09-2019,418.9500122,4000,1249.800049,449.7999878,250.6000061,1293.800049,283,122.5,2087,711.0499878
30-09-2019,405,4060.199951,1240,445.75,255.3999939,1310,283.2999878,120.3499985,2060.100098,705
01-10-2019,415.2999878,4095,1234,436.8999939,259.7000122,1335,273.7999878,118.4000015,2099.5,714.2000122
03-10-2019,403,3977,1230,422.5,257,1290.050049,255,112,2070,704.8499756
04-10-2019,405.75,3980,1233.5,429.8999939,263.1000061,1317.099976,259.8999939,124.9499969,2079.699951,704
07-10-2019,396.6499939,3890,1205,416.75,257.5,1310,251.1000061,120.5,2080,710.4000244
09-10-2019,401.7999878,3924.949951,1191,418,252.8500061,1311.900024,250.1000061,118.9000015,2052.850098,705.2000122
10-10-2019,398.9500122,4020,1225.400024,431.7000122,247.1499939,1328,259,120,2028,710
11-10-2019,407.2999878,3973,1213,429.3999939,243,1365,256.7000122,117.6999969,1933,702.5
14-10-2019,410,3994,1205,430,247,1363.599976,257,122.5500031,2000,721
15-10-2019,409.5,3909,1210,430,247.3999939,1363.5,256.7999878,127.5,2028.800049,721
16-10-2019,413.1000061,3900,1234.699951,434.1000061,247,1368.300049,259.3999939,127.5,2039,720
17-10-2019,408.8500061,4029.800049,1224,435.2999878,243,1378,256,126.9499969,2015,727
18-10-2019,410,4120,1222.300049,438.3999939,246.5,1403.099976,264.5,140,2038,724.8499756
22-10-2019,421.7000122,4157,1257,439,245.8999939,1427.050049,270,133.3999939,2081,730
23-10-2019,419.8999939,4080,1246.199951,453.3999939,250,1417,270.9500122,130.1499939,2065,718
24-10-2019,399.9500122,4050.050049,1248,456.5,252.8000031,1400.050049,277,133.5,2075.100098,730.0999756
25-10-2019,402,4055,1237,457.6000061,255.6999969,1437.5,266.3999939,132.8000031,2088,731.5999756
27-10-2019,407,4043,1239.5,472,250.6999969,1440,285.8999939,139.6000061,2130.5,725.0999756
29-10-2019,400,3981,1239.699951,470,251,1442.25,283.7000122,151.5,2116.600098,727
30-10-2019,399,4061,1242.150024,479,255,1480.099976,283.7999878,174.3999939,2217,754.5999756
31-10-2019,399,4000,1255,474.5,260,1482.25,293.3999939,170.8500061,2250,756
01-11-2019,396.5,4032.899902,1240,466.8999939,259.2999878,1459.900024,312.7999878,175.1000061,2270,745
04-11-2019,391.7999878,4086.5,1245,462.6000061,263,1466,315.1000061,172,2224.899902,760.5999756
05-11-2019,392.9500122,4150,1248,472.3500061,261.7999878,1458.550049,313.8999939,172.9499969,2192,770.3499756
06-11-2019,390,4255.25,1244.900024,468.25,263.5499878,1445.699951,319.2000122,172.1000061,2201.600098,778
07-11-2019,391,4200.049805,1259.75,483,263.5,1438,317.6499939,175,2196.100098,773
08-11-2019,391.0499878,4220,1259.75,480,265,1458.599976,317,171.4499969,2185.5,773
11-11-2019,395.2999878,4185,1255,487.8999939,261,1440,315.2999878,169.8999939,2144,776.8499756
13-11-2019,388.1000061,4188,1263.900024,496.7999878,259.7999878,1431,317.4500122,171.5,2110.199951,768.7000122
14-11-2019,370.6499939,4125,1259.5,490.2999878,255,1475,306.7999878,170.8999939,2181,756.6500244
15-11-2019,369.5,4215,1283,499,254.6000061,1465.25,312,169,2199,760
18-11-2019,366.3999939,4190,1275,499.2999878,251,1471.349976,324,171.6999969,2187,753
19-11-2019,370.6000061,4153,1266,498.8999939,251.0500031,1467.5,326.8999939,171,2152,754
20-11-2019,364.3500061,4140,1275,496.5,250.8500061,1552.550049,332,168,2116.100098,766
21-11-2019,367,4137.450195,1271.800049,497,251.5,1547.5,329.7999878,167.9499969,2110,772.2000122
22-11-2019,373.8999939,4132.25,1284,501.7000122,247.6000061,1543,331.25,165.1999969,2110,769.4500122
25-11-2019,372.3999939,4095,1267.050049,492.9500122,249.8999939,1551,330,161.75,2082,753.5999756
26-11-2019,378,4151.899902,1274,501.7999878,248.8000031,1569.400024,337.5499878,166.3000031,2090,762.7999878
27-11-2019,370,4124,1282.949951,514.5,250,1561,336.5,165.8000031,2048.149902,768.75
28-11-2019,405,4139,1282,508.6000061,248,1572.5,346.3999939,166.3500061,2069.800049,769
29-11-2019,372.6000061,4112,1268,516.9000244,247.3999939,1582,348.2999878,164.5500031,2085,765
02-12-2019,381,4089,1275,514,246.25,1595,343.3500061,161,2060,755
03-12-2019,377.2000122,3950,1265,508,245.3500061,1591,340.2000122,162.6999969,2025.099976,748.9000244
04-12-2019,364.8999939,3960,1250.150024,510,244.5,1570.25,335.25,158.6000061,2045,747
05-12-2019,368,3995,1254.099976,533,243.9499969,1579,343,170.6000061,2065,753.4500122
06-12-2019,370.0499878,4011,1255,530.4000244,247.1499939,1558,338.5,167.8999939,2130,752.5
09-12-2019,369.9500122,3994,1252,524.9000244,243.3000031,1554.150024,320,162.5,2110,758.6500244
10-12-2019,375,3998,1249,526.9000244,242.3500061,1571.900024,317.75,162.1999969,2063.399902,748
11-12-2019,369.2000122,4004,1252.5,529.7999878,236,1557.5,311.75,160.8000031,2021.050049,743.4500122
12-12-2019,374,4054,1254,535,238.5500031,1567,315,163.5500031,2047,760.5
13-12-2019,372.3999939,4066,1267,536.5,240,1575,325,177,2023,758
16-12-2019,377.1000061,4075,1264.300049,539.7999878,243.6999969,1589.300049,336.3999939,177.8000031,2095,761.5
17-12-2019,369.3999939,4044,1261,539.5999756,238,1569.800049,333.5,176.1000061,2130,779.9500122
18-12-2019,375,4174.950195,1276,542.7999878,242,1562.150024,333.2999878,181.4499969,2172,780
19-12-2019,374,4119.950195,1300,540,245.8999939,1574.699951,327,174.0500031,2165.149902,788.5499878
20-12-2019,370,4130,1289.400024,541.7999878,244.5,1611.199951,328,180.5,2225,785
23-12-2019,374.8999939,4145,1296.349976,546,243,1555,336.7000122,176.6499939,2217,771.2999878
24-12-2019,367.6499939,4160,1302,541.7000122,239.6999969,1570.900024,332.7000122,177.6499939,2244.949951,775.2000122
26-12-2019,373,4169,1297.400024,541.5,239.4499969,1545.949951,333,176,2219,772.5999756
27-12-2019,367.3999939,4190.799805,1278,540,237,1525,333.6000061,175.5,2210,771.5999756
30-12-2019,370.1499939,4280,1280,549.4000244,237.6000061,1543,337.7999878,177.5,2202,785
31-12-2019,366.5,4255,1286.800049,544.0999756,239,1544.699951,334.8999939,184.1000061,2185.25,781
01-01-2020,367.75,4235,1275,539.2000122,238.8999939,1516.099976,334.5,185.8500061,2170,764.5
02-01-2020,379,4237.850098,1278,536.7999878,238.75,1514,334.8500061,187.3999939,2173.100098,762.0999756
03-01-2020,383,4240,1289,538.7000122,240.6999969,1534.400024,338,193.6999969,2169,765.5
06-01-2020,389,4178,1265.800049,537.8499756,238.4499969,1527,332,191,2201,775
07-01-2020,385,4050,1258.300049,530.0999756,236.6000061,1520,324,187.5,2201,770.0499878
08-01-2020,376.2000122,3972,1250,515.5,234.8000031,1508,312.7000122,180.4499969,2200,776.9000244
09-01-2020,389,4100,1263,532,236,1537.25,325.2999878,185.4499969,2251.050049,771.4500122
10-01-2020,393.7000122,4135,1283,545.4000244,237,1550,330,192.5500031,2216,778
13-01-2020,391.7999878,4180,1285,541.4000244,238.9499969,1547,333.9500122,194.6999969,2221,778.7999878
14-01-2020,392.7000122,4165.200195,1293.5,537.5999756,240,1542.449951,330.6000061,196,2199,789.9000244
15-01-2020,388.3500061,4200,1289.449951,535,243.5,1538.5,329.3999939,195,2219,797
16-01-2020,391.1499939,4200,1283,534.9000244,243.3000031,1529.050049,325.5,199.9499969,2225,790.5499878
17-01-2020,391.2000122,4220.299805,1285,537,241.5,1551.150024,314.2999878,198.1499939,2242,782.8499756
20-01-2020,387.4500122,4235,1302.75,535,241,1608.050049,320.7000122,198.1999969,2194,784.8499756
21-01-2020,378,4150,1255,534.8499756,241.8999939,1529.699951,313.9500122,195.8000031,2174.949951,779
22-01-2020,379,4170,1249,534.7000122,239.9499969,1540.550049,316.6000061,192.1000061,2175.5,783
23-01-2020,383.8500061,4150,1242,522.5,238,1538.400024,316.1000061,186.1000061,2206.5,778.0999756
24-01-2020,384.6000061,4130,1247.699951,528.0499878,237.8999939,1528,323.25,188.3999939,2193.449951,767
27-01-2020,384,4192.950195,1237,540,237.6499939,1515.050049,321.7000122,185.8999939,2180,785
28-01-2020,381.0499878,4164.899902,1225.900024,538.7999878,234.6499939,1507.050049,318.1000061,183.4499969,2172.300049,791.2999878
29-01-2020,374,4240,1227,531,231.1999969,1476,317.2000122,178.1499939,2187.25,799
30-01-2020,385.7999878,4464,1236,529.7999878,238.3999939,1483.949951,317.7999878,191.0500031,2161,807
31-01-2020,385,4374,1234.900024,531.9000244,236.1499939,1451,313.6499939,186.8999939,2140,799.0499878
03-02-2020,362.25,4273,1199.099976,504.75,215.6999969,1372,303,164,2164,807.5
04-02-2020,370,4381,1210,520.5499878,211.4499969,1398,303.2999878,166.6999969,2134.899902,792.3499756
05-02-2020,372.6000061,4519.700195,1235,530.5999756,216.5,1434,307,167.1999969,2125,812
06-02-2020,370,4530.049805,1248,539.9000244,217.0500031,1453,311.0499878,182.6999969,2155,812.5
07-02-2020,371.4500122,4674,1242.150024,546,214.6999969,1452.800049,321.9500122,178,2142,818.2000122
10-02-2020,368.2999878,4650.049805,1246.699951,537.0999756,213.5500031,1430,320,174,2136.699951,825
11-02-2020,371.7999878,4749.950195,1240.099976,534.5999756,217,1445.75,321.3999939,172.0500031,2164.899902,813
12-02-2020,376.2000122,4767,1244,541.5499878,213.6499939,1457.949951,329.1000061,172,2157,823
13-02-2020,374.7000122,4770,1263.800049,550,213.8000031,1479.699951,321.6000061,171.0500031,2170,824
14-02-2020,371.1499939,4794,1243.199951,542,212.8000031,1477.849976,327.1000061,170.3000031,2181,827.6500244
17-02-2020,366.75,4784,1225.800049,541.5,208.8000031,1490,320.1000061,170.9499969,2199.899902,834
18-02-2020,361.0499878,4777.049805,1215,541,204.9499969,1465.058472,315.8999939,168.3999939,2209.899902,827.4500122
19-02-2020,371.3999939,4770,1216,543.9000244,204.3500061,1461.640991,321.7000122,163,2215,839
20-02-2020,370.7999878,4880,1228,547,207,1484.572754,320,158.6000061,2215,841
24-02-2020,369.8999939,4869.700195,1214,541,207.5,1463.077393,325.9500122,154.3999939,2157,835
25-02-2020,360.5499878,4830,1210,531.5499878,203.1000061,1436.331909,325.25,152,2117,822
26-02-2020,355,4824,1200,528.7999878,200.8999939,1398.789063,325,147.6499939,2156,823.4500122
27-02-2020,360,4830,1200,524.9000244,199,1376.897461,328.25,144.6999969,2140,811.7999878
28-02-2020,348,4678,1179.800049,505,195,1345.991577,313,139,2080,801.5499878
02-03-2020,350,4578,1195,505.2000122,199.0500031,1345.595337,310.2000122,133.5,2025.099976,744.5
03-03-2020,342.1000061,4386,1180,514.9000244,196.3000031,1317.463013,293.6000061,126.75,2004,745
04-03-2020,350,4464.100098,1179,516.2000122,195.25,1337.522095,292.3999939,130.5,2045.5,754
05-03-2020,349,4348.799805,1154,512,187.9499969,1337.274536,292,128,2085,763.25
06-03-2020,343.5,4144,1130,487.8999939,185.6499939,1263.972046,269,114.3000031,2125,749.5999756
09-03-2020,341.3500061,4226.600098,1134.849976,486.25,181.8000031,1258.078125,270.4500122,114.25,2117.899902,740.8499756
11-03-2020,323.3500061,4082,1110,456,174.3000031,1102.657104,253.75,105.1999969,1955,700
