Date,ADANIPORTS.BO,BAJFINANCE.BO,HDFCBANK.BO,ICICIBANK.BO,ITC.BO,RELIANCE.BO,SBIN.BO,TATAMOTORS.BO,TCS.BO,TECHM.BO
12-03-2020,307.25,3896,1075,440,170,1076.753662,232.6999969,92.69999695,1915,685.0999756
13-03-2020,269,3734.300049,977,425,150,995.5265503,200.6999969,82.19999695,1690.650024,640
16-03-2020,284,3844,1034.900024,429.7999878,159,1055.604858,230,86.75,1769,648.9000244
17-03-2020,264.5,3728,1002,405,147.3500061,1031.385376,226.0500031,82.69999695,1725,595
18-03-2020,270,3504,990,368.7999878,153.6000061,1013.356873,220.8500061,80,1688,600
19-03-2020,253,2835,850,337.7000122,151,916.2807007,203.8000031,70.59999847,1581,560
20-03-2020,259,2750,876,332,164,930.1486816,205.4499969,74.30000305,1637,535
23-03-2020,243,2670,815,311.1499939,164.8999939,911.3278198,200,71,1648.199951,560
24-03-2020,210,2400,800,298,160,934.1110229,192.5,70,1740,495
25-03-2020,231.75,2473.800049,770,287,150,942.0355835,179.6999969,68.90000153,1700,508.8999939
26-03-2020,250,2655,874.5,325,150,1079.725342,191.6499939,71.69999695,1815,539
27-03-2020,272,2905,945,355,160.1000061,1089.631104,199,71.05000305,1839,542
30-03-2020,251.75,2399,894.9000244,329.9500122,159,1038.071655,191.8000031,70.65000153,1769,500
31-03-2020,253,2300.050049,857,325,163.3999939,1060.904419,192.8999939,71.44999695,1826,548
01-04-2020,249.6000061,2166,869.9000244,320,172.3999939,1105.678345,195.5,71.09999847,1830,562
03-04-2020,246.9499969,2250,841,311,168.1999969,1119.348267,187.5,68,1731.300049,512.9000244
07-04-2020,257,2232,876,306.2999878,184,1095.574463,184.8000031,68.94999695,1703.300049,535
08-04-2020,249.6999969,2198,887.5,320,181.3999939,1163.924072,183.4499969,67.05000305,1760,535
09-04-2020,257.9500122,2390,911.0999756,330,184.3999939,1199.782837,187.75,69.55000305,1745,566.4000244
13-04-2020,251.0500031,2530,939,339.9500122,185.3500061,1196.613037,187.6499939,75,1769.800049,555
15-04-2020,268,2337,929,341.0499878,184.8000031,1189.678955,187.4499969,75,1770,527.5
16-04-2020,271,2145,863,325,189.75,1135.791748,182.3000031,72,1701,528
17-04-2020,277,2340,912.8499756,358,190.5,1208.499878,195.0500031,78,1800,533.0999756
20-04-2020,275,2335,952.25,377.3999939,190.8999939,1214.938599,194.3999939,77,1827,519.7999878
21-04-2020,268.5,2225,928,340,179,1196.712036,188.9499969,78.80000305,1775,519
22-04-2020,257.1499939,2065,918,327.3999939,179.4499969,1307.557251,185.1000061,74.75,1746,515
23-04-2020,272,2166,938.7999878,338.2999878,184.3999939,1356.788818,188.25,76.55000305,1786,523.9500122
24-04-2020,272.2000122,2123,935,339.3999939,181.6999969,1342.128296,184.5,75.30000305,1840.099976,527
27-04-2020,275.5,1998,940.5499878,339.1000061,180,1426.426147,182.8999939,76,1830.099976,510
28-04-2020,271,2075,941.7000122,353.7000122,180,1437.718628,181.6000061,75.90000153,1866.5,519.8499756
29-04-2020,276.8500061,2204,940,354.7999878,181,1432.369629,185.3000031,77.69999695,1872.349976,528.7000122
30-04-2020,295,2353,1001,380.3999939,185,1440.294189,194,85.94999695,1963,537.2000122
04-05-2020,279.7999878,2232,964,361.3999939,182.1499939,1428.407227,184.6999969,87.44999695,1960,516.7999878
05-05-2020,272,2126.600098,939,348,175.1999969,1437.371948,181.3999939,86.30000305,1960,506
06-05-2020,256.0499878,2005,919.7000122,330,171.6999969,1448.21875,171.4499969,81.80000305,1935,505.2000122
07-05-2020,274.7999878,2106.25,945,337.9500122,165.8000031,1436.331909,171.25,83.25,1917,510
08-05-2020,288.6499939,2128,942,344,163,1535.389282,173,84.69999695,1945,525
11-05-2020,287,2079.899902,939,344.8999939,160.3000031,1567.087646,169,81.84999847,1920,543
12-05-2020,289.9500122,1994.400024,901.4500122,319.8500061,158.8000031,1563.125244,164.8000031,86.09999847,1928,522
13-05-2020,296.7999878,2215,964,344.3999939,173,1534.75,178.8999939,94.09999847,1999,545
14-05-2020,299,2159,899.7999878,331,165.3999939,1472,171.5,84.40000153,1922,536.2000122
15-05-2020,308.3999939,2110.050049,898,329.7000122,162.1999969,1445.699951,167.9499969,85,1908,518.2999878
18-05-2020,312,2099,888.5999756,320.8999939,166.3999939,1471.800049,166.8000031,84.69999695,1901,512.9000244
19-05-2020,302,1964,858.7000122,305.5,166,1461.900024,157.8999939,83,1869.5,506
20-05-2020,319.2000122,1969,835.4000244,298,170.8000031,1407.300049,153.3500061,81.80000305,1945.199951,515
21-05-2020,322.3999939,2059.699951,861.2000122,306.7999878,176,1438,153.6000061,83.19999695,1952.800049,520
22-05-2020,319,1980,850.0999756,301.3500061,188,1454.800049,152.8999939,83.44999695,1973,515
26-05-2020,310.75,1928.800049,850,295.3999939,190.1999969,1439.400024,153,83.84999847,2020,534
27-05-2020,314.8999939,1830,861,295.8500061,192.1499939,1434,152,84.25,1956.099976,522.9000244
28-05-2020,329.8999939,1957.949951,917.5999756,322.8999939,192.6499939,1455,159.8999939,85.65000153,1996.699951,529.7999878
29-05-2020,333.8999939,1919.900024,948,323.0499878,190.8000031,1470.699951,156,85.80000305,1995,531
01-06-2020,329.9500122,1998,970,338.2000122,200,1480,164,89,1995,535
02-06-2020,332,2185,988,337.1000061,201.8000031,1521,170.3000031,89.40000153,2054.899902,547.9000244
03-06-2020,346.9500122,2409,1010,356.2999878,200,1545,172.0500031,100,2047.150024,550.0999756
04-06-2020,343,2413.100098,1026,355.3999939,197.8999939,1540,175,99.30000305,2045.349976,555
05-06-2020,343.75,2342,1003,349.8999939,200.6999969,1601.900024,176.8500061,100.9000015,2093.899902,589
08-06-2020,343,2496.850098,1051,365.1000061,202.3999939,1624,197.6999969,114.8000031,2073,580.3499756
09-06-2020,343.2000122,2535.199951,1023.900024,360.75,198.9499969,1580,189,117.5,2068.899902,591.0499878
10-06-2020,346.1000061,2448.699951,988.2000122,349,199.1999969,1541.099976,185.1499939,110.9000015,2073,591.7000122
11-06-2020,346.7000122,2414,989,352.2000122,200,1569,188.1499939,111,2102,591
12-06-2020,330.5,2200,929,323.2000122,189.6000061,1495,170.6999969,99.09999847,2009,555.5499878
15-06-2020,347,2419,972.4000244,341.75,194.0500031,1577,178,104.8499985,2040,555.0999756
16-06-2020,345,2448,973,341.6000061,190.1000061,1641.5,177.6000061,101.25,2061,555.0499878
17-06-2020,343,2340,986.5499878,338.5,183.1000061,1608,171.8500061,92.80000305,2042,533.0499878
18-06-2020,332,2350,980,340,181.5500031,1605.550049,172.6000061,94.80000305,2035.050049,536.9000244
19-06-2020,345,2559,1022,351.5,187.3500061,1674.699951,180,96.40000153,2046.900024,540
22-06-2020,349,2742.600098,1023,366,185.8000031,1775.050049,185,103.8000031,2045.050049,539.0499878
23-06-2020,350,2900,1035,370.5,184.9499969,1754,189.6999969,102.8000031,2017,546.0999756
24-06-2020,357,3144,1045.849976,379.1499939,187.6000061,1739.800049,193.6499939,104.9499969,2037,560
25-06-2020,350,2830,1015,340.0499878,191.8500061,1729,182,104,2027.25,551.5
26-06-2020,349.1000061,3052,1040,356.3999939,205.5,1730.349976,187.8999939,105.6500015,2025,554
29-06-2020,337,2760,1033,346,203.1000061,1728,183.6000061,101,2114,558.9000244
30-06-2020,345.0499878,2905,1077.900024,346,201,1736.300049,181.25,101.5,2090,544
01-07-2020,344.6499939,2830,1065.699951,355,195,1718,179.6999969,98.75,2085.050049,543.0999756
02-07-2020,346,2985,1091,365.1000061,204.3000031,1750,185.4499969,101,2096.100098,549.9000244
03-07-2020,350,2980,1090.699951,365,207.6999969,1781.050049,186.5,102.6999969,2160.050049,563
06-07-2020,365.3999939,2960.399902,1106.099976,368,200.8000031,1801.150024,185.6000061,104.1999969,2208.699951,575.9000244
07-07-2020,362,3140,1106.050049,362.2000122,200.3000031,1870,187.75,110,2269,586
08-07-2020,350.25,3355,1105,378.7000122,194.8000031,1826,188.5500031,109.8000031,2275,590
09-07-2020,342,3232.5,1115.050049,373.7999878,196.6000061,1807.5,192.5,106.5,2225,580.7000122
10-07-2020,343,3272.100098,1122,364.8500061,195.6999969,1829.900024,198,106.8499985,2200,577
13-07-2020,335.5,3364,1109,364.6000061,196,1908.5,198.3000031,109,2225,570
14-07-2020,334.5,3224,1064,352,198,1934.699951,192.5,106.4499969,2217,594
15-07-2020,321.1499939,3239,1066.150024,348,196.5,1938.699951,188.5,106.6500015,2183,600.5
16-07-2020,317,3175.050049,1052.699951,347.1000061,199,1850,185,104,2264,625
17-07-2020,312.0499878,3217.800049,1061.449951,345.5,193.75,1845,186.6000061,103.5,2255,609
20-07-2020,314.25,3332,1142,358.1000061,195.9499969,1920.050049,190,106.4499969,2200,605
21-07-2020,320,3498,1150,370.5499878,192.6000061,1941.800049,192.1499939,106,2227,630
22-07-2020,321.5,3316.199951,1140,385.7999878,192.75,1980.050049,195.1499939,108.5999985,2232.300049,621.5
23-07-2020,313,3253,1125,382.7000122,198,2004.099976,193,105.0999985,2190,613.7000122
24-07-2020,315.5,3249,1121,388.2000122,200.6499939,2060,195.3500061,104.9000015,2158.800049,633
27-07-2020,309.2999878,3257,1097.849976,388.7999878,199.6999969,2189.5,193.3500061,104.1500015,2160,650
28-07-2020,311.6499939,3182,1079.050049,361.3999939,196.5,2163.800049,188,102.5,2214,672
29-07-2020,319,3245,1083.800049,353.1000061,193.8999939,2180,187.8000031,107.0999985,2292,689.4000244
30-07-2020,321.7999878,3301.949951,1071.199951,352.6499939,198.1000061,2100,192,106.1500015,2292,680.1500244
31-07-2020,313.1000061,3232,1053.550049,345.5499878,194,2125,188.1000061,103.9000015,2300.5,677
03-08-2020,312.8999939,3236,1030,347,195,2059,194,103.4000015,2299,685
04-08-2020,312.2000122,3200,1005.900024,346.3999939,192.8999939,2017.099976,192.6999969,113.0500031,2260,674.9000244
05-08-2020,316.9500122,3240.050049,1050.800049,354.2000122,194.8000031,2170,192.3500061,112,2264.949951,658.0999756
06-08-2020,330,3285,1040,352.5,193.25,2160,192.5500031,115.5999985,2271.100098,653
07-08-2020,327.7000122,3336,1036,359.2000122,195.3500061,2124.550049,191.8000031,117,2318.899902,660
10-08-2020,328.5,3495,1041.699951,359,196.1499939,2156.5,191.75,119.9499969,2310,670
11-08-2020,334.7999878,3466.949951,1051,369.1000061,200,2137.699951,195.3999939,124.75,2285,690.5
12-08-2020,337.5,3432,1064,365,202.8000031,2124,196.1000061,121.3499985,2281,671
13-08-2020,343,3456,1065.349976,367.75,204.25,2133.5,205.5,126.5500031,2277.5,695.7999878
14-08-2020,352.5499878,3429.949951,1068,371.3999939,201.5,2122.300049,203,131.8500061,2274.399902,691
17-08-2020,349.1499939,3358.699951,1045.050049,366.1000061,197.5,2103.149902,198.6000061,124.75,2255,703.5
18-08-2020,358.3999939,3396.25,1028.099976,361.1000061,198.8000031,2089.699951,193.3000031,124,2264.800049,724.0999756
19-08-2020,360.7000122,3437,1062.599976,373.7000122,198.75,2141.949951,196,127.3000031,2273.899902,712
20-08-2020,356.6499939,3371.050049,1054,366.2999878,197.5,2118.050049,194.0500031,123.6999969,2257,710
21-08-2020,355,3416.25,1060.25,369.5499878,198.8500061,2119.800049,198,123.9499969,2254,731.7999878
24-08-2020,361.7999878,3393.199951,1086,373,197,2098.800049,200.25,121.5,2248,734.9000244
25-08-2020,351.8999939,3520.050049,1120,382,197,2105,204,121.5500031,2250,725.5
26-08-2020,347.1499939,3661,1120.050049,387,196.0500031,2087.399902,208,129.8000031,2245,739.0999756
27-08-2020,355.5,3652.050049,1128,391,198,2146.25,210.1000061,139.8500061,2261.050049,733
28-08-2020,355,3655,1111.949951,394,194.8000031,2120,216.5,143.25,2265,737.0999756
31-08-2020,366.8999939,3711,1125.199951,415,198.5,2172,231.1499939,145,2241,752.2999878
01-09-2020,359.6000061,3510,1122,394.1499939,191,2095,212.1499939,144,2265,737
02-09-2020,356.8999939,3648.649902,1122.050049,386,191.8000031,2095,218.3999939,145.4499969,2249,728
03-09-2020,366.7999878,3677,1135,392.7999878,192,2128,217.8000031,151.6000061,2265.100098,728.0999756
04-09-2020,361.2999878,3516.5,1106,373.1000061,189.6000061,2065.600098,209.3500061,147.3999939,2242,743.2000122
07-09-2020,354,3608,1088.099976,373.2999878,187.5,2080.199951,206.1999969,150,2288,748.0999756
08-09-2020,352,3515,1115.800049,371.5499878,189.6999969,2093.800049,207.8999939,149.5,2330.5,748.2000122
09-09-2020,345.6000061,3475,1101,369.2999878,186,2085,200.5500031,141,2325,745
10-09-2020,346,3448,1105,372,184.1999969,2185,197.8999939,142.6000061,2329,756
11-09-2020,349.2999878,3494,1094,372.5,185,2314.649902,198.3000031,143,2348,745
14-09-2020,344.5,3558,1090,373,185.8000031,2319.75,206.1999969,147.5,2377,768
15-09-2020,355,3475.850098,1066,363.6499939,184,2315,199.6499939,149.6000061,2487.5,791
16-09-2020,351.5499878,3515.350098,1069.75,372.7000122,181.9499969,2323.699951,199.8999939,149.0500031,2490,791.1500244
17-09-2020,351.75,3493.449951,1088,369.5,180.8000031,2319,197,150.8999939,2487,785
18-09-2020,348.6499939,3494.949951,1090,370.8500061,180.8000031,2315.800049,195.75,149.8999939,2480,794.7999878
21-09-2020,358.7000122,3470,1052,366.25,180.1999969,2305,193,148,2460,805
22-09-2020,353.8999939,3300,1050,353.25,175.6999969,2287,186,138,2484.800049,790
23-09-2020,340,3339.5,1040,356.6499939,175,2275,188.8000031,135.9499969,2510,807.2000122
24-09-2020,323.8999939,3205,1036.5,345.5499878,171.6000061,2210,181.1499939,127.8000031,2450,786.25
25-09-2020,318,3089.5,1053,338.1000061,169,2196,179.0500031,125,2370,753
28-09-2020,326.3500061,3195,1050,351.8999939,171.1999969,2229,184.25,129.25,2435,784
29-09-2020,341.3500061,3359.449951,1058.900024,364.3999939,174.8000031,2222,188.6000061,135.1999969,2439,779
30-09-2020,340.7000122,3300,1055.099976,357.0499878,170.8000031,2264.800049,185,133,2495,780
01-10-2020,349.8999939,3400,1085,357.5,174.1000061,2264,187.6999969,135.6999969,2509.800049,797.9000244
05-10-2020,354.5499878,3460,1111,370.9500122,171.6999969,2246,191.8000031,137,2610,822
06-10-2020,357,3440,1131.699951,376.5,169.5,2228,190.5500031,137.8000031,2736,855
07-10-2020,363,3415,1145,379.8999939,170,2233.25,192.8000031,144.1000061,2738,846.5499878
08-10-2020,360,3349,1175.550049,385,170.25,2261.800049,191.5500031,142.8000031,2825,858.2000122
09-10-2020,361.6499939,3333.699951,1200,388.6000061,167.5,2237,191.5,141.3999939,2823,857
12-10-2020,360,3353,1235,404.25,169.9499969,2233.5,200.0500031,139.5500031,2818.899902,857.0999756
13-10-2020,358,3325,1214.150024,401.6000061,172.8500061,2232.199951,198.6999969,135.5500031,2845,857.7000122
14-10-2020,349.8999939,3252.5,1193.300049,394.1499939,170.1499939,2284.899902,194.0500031,134,2840.149902,868
15-10-2020,351,3370,1214.800049,407,167.8999939,2291,200.9499969,131.8999939,2810.100098,851
16-10-2020,342.6499939,3299.899902,1182,394.2000122,165.1000061,2214.800049,194.8000031,129.8000031,2751,814.5
19-10-2020,352.7999878,3243,1220,400.1000061,166.9499969,2192,196.5,130.6999969,2777,829.9000244
20-10-2020,347,3262,1212,413.9500122,168.6999969,2183.699951,200,128,2722,818
21-10-2020,353.3500061,3279,1231,416,168.3000031,2171.100098,204.9499969,131.25,2739,850.5
22-10-2020,353,3161,1242,416.8999939,167.6499939,2123,201.8000031,129.0500031,2666.800049,842.2000122
23-10-2020,362.7000122,3328.350098,1240,416.2000122,168.9499969,2109,203.8000031,134.8500061,2684,839
26-10-2020,366.7999878,3343,1232,417.5499878,171,2101,202.1000061,139.3999939,2695,834
27-10-2020,363.5499878,3325,1221.099976,404.5499878,168.3500061,2032,196.25,134,2696.850098,824.4000244
28-10-2020,364.7000122,3453,1230,412.5,168.25,2044,195.3000031,138.1999969,2653,828.0999756
29-10-2020,351.5,3362,1202,391.6000061,164.1000061,1999.400024,189.1000061,132.3999939,2605,791.4500122
30-10-2020,343.5499878,3378,1184,400.7000122,164.3000031,2035,189.5,132.8999939,2639,806
02-11-2020,362.4500122,3340,1195,417.9500122,165.75,2033.5,192.4499969,133.6999969,2665,815
03-11-2020,360,3431,1225,424.2000122,167.6000061,1888,198.3000031,134.8500061,2604.699951,825
04-11-2020,362,3475,1249.050049,436,170,1840,204.3999939,134.6499939,2625,810.0499878
05-11-2020,366.5499878,3602,1264,444,170.5500031,1949,214.5,136.9499969,2681,835
06-11-2020,368,3740,1260,439.9500122,176.5500031,1988,219,137.8999939,2695,835
09-11-2020,373.75,3809,1311.699951,449.2000122,173.9499969,2058.699951,221.1499939,140.3500061,2738.25,856
10-11-2020,369.25,3900,1351,484.25,174.9499969,2075,222.3500061,143.25,2725,875
11-11-2020,368,4210,1400,484.5,179.6000061,2092,232.8999939,146,2645.300049,822.2999878
12-11-2020,371.5,4263.799805,1350,481,185.1999969,1985,232.1000061,150,2687,835.5499878
13-11-2020,368.7000122,4260,1369.400024,473.5,187,1990,225.5,150,2656,836.9000244
14-11-2020,369,4414.75,1370,489.8999939,189.8000031,2013,232.3999939,149,2680,845
17-11-2020,367,4386,1386.550049,487,188.6999969,2084,231.9499969,151.6999969,2685,845.2999878
18-11-2020,382,4474.100098,1411,489,186.75,1997.449951,240,158.6000061,2665,843
19-11-2020,391.9500122,4625,1400,490,183,1986.400024,247.5,171.8000031,2630,834.9000244
20-11-2020,382.5,4565,1374,478.6499939,188.1499939,1977.800049,241.1999969,170,2655,824.0999756
23-11-2020,376.3500061,4780,1412,480.3999939,192,1929,243.1999969,169.6999969,2685,837
24-11-2020,378,4847,1407.199951,473.1000061,191,1962,240.8999939,172.3000031,2738,870
25-11-2020,395.6499939,4820,1450,483,195.5,1980,244.1999969,175,2727,872
26-11-2020,400.1000061,4686.950195,1415.650024,474.2000122,195.3999939,1950.050049,244.3999939,171.6999969,2686.649902,865
27-11-2020,407.0499878,4861,1433.449951,475.6000061,194.8999939,1941,246,174.4499969,2700,861
01-12-2020,414,4945,1440,483,194.5,1935.25,244.8000031,183.25,2680,895
02-12-2020,424,4861.149902,1432,487,195,1962.949951,248.6499939,184.1000061,2720,895
03-12-2020,440.5,4860,1420.099976,481.7000122,196.8500061,1970,249,185,2768.550049,912
04-12-2020,438.2000122,4867.5,1377,484.4500122,196.75,1963,256.5,186.6999969,2706,910
07-12-2020,460.25,4874.950195,1377,504.1000061,198.6499939,1942,263.4500122,184.6999969,2719,919
08-12-2020,473.5,4845,1377,511.7000122,204.3500061,1963,270.3500061,185.3500061,2745,943.5499878
09-12-2020,465.5499878,4806,1380,511.3999939,204.6000061,2013,272,182.6499939,2818,939.7999878
10-12-2020,463.1499939,4841.25,1402,508.5,207,2020,269.4500122,182.6999969,2820,928
11-12-2020,472,4817,1386.400024,508.5,214,2011.199951,270,178.1000061,2795,927.25
14-12-2020,478,4850,1382,517.25,218,2013,273.3999939,181,2800.100098,924
15-12-2020,465.3500061,4894.899902,1383,524.9000244,215.3500061,1992.900024,274.25,176.8000031,2790,900
16-12-2020,478,5195,1400,520.7999878,213.8000031,1988,272.2000122,181,2775,938
17-12-2020,476,5143.5,1415,514,214.5,1980.900024,270.3999939,183.6000061,2813.949951,923.9000244
18-12-2020,467.8500061,5275,1435,514.7000122,212.8999939,1983,267.7000122,181.1000061,2861,933
21-12-2020,461.8999939,5233,1414.5,515.4000244,214.1000061,2010,267.2999878,176.5,2865,933.3499756
22-12-2020,445,5045,1376,495.1000061,202.1999969,1940,254,164,2830,906.0499878
23-12-2020,463.5499878,5020,1375,499,203.6999969,1932.800049,257.6000061,165.6999969,2889,948
24-12-2020,476,5147,1387.099976,507.2000122,210,1950.800049,264.6000061,171.5,2914.850098,949
28-12-2020,480.0499878,5187.950195,1404.449951,516.4500122,208.6999969,2004.099976,268.25,180,2912.850098,946
29-12-2020,485,5239,1417.300049,522.7999878,210.8000031,2007.349976,276.2000122,188,2928.25,947.25
30-12-2020,485,5209,1439.699951,532.5999756,213,1992.550049,277.8500061,183.3000031,2937,968.1500244
31-12-2020,485.4500122,5338.799805,1433.050049,530,211,1994.75,275,185,2902,987
01-01-2021,484.7000122,5317,1438,534.7999878,210,1986.150024,275,185.25,2879,973.0499878
04-01-2021,505.5499878,5315.149902,1437.349976,531.2999878,213.9499969,1988.550049,281.2000122,192,2950,984.9000244
05-01-2021,501,5220,1416.150024,527.3499756,212,1972.050049,278.7000122,187,3044.100098,1002
06-01-2021,504,5123,1448.800049,537.2999878,211,1968,283.4500122,194.0500031,3102.149902,1007
07-01-2021,499,5063,1429,551,205.8000031,1921.900024,289.2999878,197,3075,1003
08-01-2021,524,5121,1431,546,204,1920.900024,289.5,199.1499939,3085.199951,998
11-01-2021,520,5124,1450.599976,544.2000122,203.6000061,1935,287.7000122,199.8000031,3215,1068.800049
12-01-2021,510,4984,1450.150024,538.0499878,202.6000061,1910,280.4500122,228.8000031,3179.949951,1079
13-01-2021,512.9000244,5065,1490.099976,550.5,207.8500061,1964.800049,295.3999939,243.3000031,3179.949951,1074
14-01-2021,537.5,4882,1473,554.4000244,212.8999939,1939.099976,306.7000122,243,3164,1070
15-01-2021,545,4879.899902,1474,550.75,215,1960,307.3999939,246.3500061,3244.350098,1052.5
18-01-2021,527.5499878,4860,1472.800049,543.5,218.1000061,1940,303.25,262.3999939,3249,1005
19-01-2021,517.7999878,4765,1492.800049,539.7999878,221,1994,297.7000122,251.6999969,3229,998.0499878
20-01-2021,530,4964.200195,1504.949951,546.9000244,219,2022.5,299.75,260,3265,995
21-01-2021,563.2999878,4985,1496,554.5499878,218.5,2082,304.25,282,3308,1030
22-01-2021,550.5,5125,1465.150024,552.25,213.8500061,2114.800049,296,296,3249.100098,1008.700012
25-01-2021,541.2999878,5086.149902,1466,534,212.4499969,2052,284.4500122,299.8999939,3295,987.75
27-01-2021,525.5999756,4910,1468,538.0999756,207.8999939,1930.199951,280.8999939,278,3300,980
28-01-2021,516.9000244,4800,1388,513,208.25,1879,275.6000061,259.7999878,3240,990
29-01-2021,528,4867,1394.449951,536,208.1499939,1896.699951,285.1000061,273.3999939,3206,994
01-02-2021,511,4766.049805,1400,550.2000122,205,1845.199951,284.5499878,270.3999939,3104,965.6500244
02-02-2021,547.25,5114,1500,613.4000244,219.9499969,1915.699951,314.7000122,292.75,3161,951.0499878
03-02-2021,551.9000244,5218,1578.400024,623,221.5,1927,333.6499939,339.3999939,3207,962.0499878
04-02-2021,559.2999878,5212,1564.150024,618,216.6999969,1921,335,330.7000122,3206,987
05-02-2021,575,5539,1578.150024,639,232,1933,386,328.8999939,3191.100098,969.25
08-02-2021,570.2000122,5549,1616,622.2999878,237.8999939,1931.199951,398.9500122,318.9500122,3185.199951,968
09-02-2021,591.3499756,5530,1604.300049,630.0999756,234.4499969,1967.699951,397.3999939,337,3200,982.2000122
10-02-2021,585.4000244,5420,1609,633,229,1957.699951,394.7000122,325.5499878,3177,975
11-02-2021,566.8499756,5470,1578.699951,627,229.1999969,1977.449951,392.0499878,326.0499878,3223,975.0499878
12-02-2021,592,5570,1572.400024,630.4000244,225.9499969,2059.699951,390.8999939,326.5499878,3197,988.5999756
15-02-2021,617.5,5595,1598,652,219.6999969,2049,397.3500061,330.3999939,3206,994
16-02-2021,630.25,5781,1625,674.5,220,2040,411.7000122,335.7999878,3158.899902,992.7000122
17-02-2021,659,5725,1616.800049,655.3499756,218.3000031,2058,403.7999878,327,3109,978
18-02-2021,661.4000244,5705,1606.050049,659.9500122,217.8500061,2085.75,423.5,331.5,3073,974.0999756
19-02-2021,665.9500122,5564.950195,1545,638,218.8999939,2065,415.0499878,322.5,3057.550049,1019
22-02-2021,656.5499878,5476.100098,1541,622.75,211.6000061,2080,401,311.5499878,3090,1002.900024
23-02-2021,678.2000122,5401,1559,613.5499878,207.5500031,2028,392,308,2971.600098,954.7999878
24-02-2021,668.9000244,5430,1517,612,209,2025.800049,396.6499939,326.2999878,2980.199951,948
25-02-2021,667.2999878,5608,1622,640.1500244,209.8000031,2078,411,325.3999939,2980,969.9000244
26-02-2021,694,5350.100098,1583.099976,615.5,207.9499969,2109,400.3999939,324,2968.5,950
01-03-2021,686,5310,1568.300049,606,205,2114.449951,395.7999878,329.8999939,2930,938.4000244
02-03-2021,700,5308,1578,612.4000244,206.8999939,2124,395.7000122,330.7000122,2970,947
03-03-2021,733.9000244,5379.5,1582,616.2000122,211.9499969,2121.699951,396.7000122,348.7000122,3030,967.7999878
04-03-2021,735,5425,1550,620.4000244,209.6499939,2179.699951,399.7999878,340.7999878,3030,963
05-03-2021,753.5999756,5425,1531.800049,615,208.3000031,2168,395,334.5,3020,968.7999878
08-03-2021,766.4000244,5465,1541,612.5499878,210,2171.5,388.6000061,331.5,3039,975
09-03-2021,753,5361.100098,1540,613.0999756,208.1499939,2200,393.0499878,325.2999878,3008.050049,971
10-03-2021,759,5440,1570,630.4000244,209.4499969,2211,391.3999939,320,3080.199951,1000
12-03-2021,752,5595,1577,633,208,2199,391.0499878,325.8999939,3075,1008.650024
15-03-2021,729.9500122,5584.950195,1548.050049,611.0999756,206,2138.649902,382,320.3999939,3054,1007
16-03-2021,732.7999878,5499,1529,608.1500244,205.8000031,2114.800049,385.7999878,320.2999878,3064.850098,1035
17-03-2021,715,5466,1518,595.5499878,212.0500031,2100,378.3999939,317,3108,1026.550049
18-03-2021,695.9000244,5409.100098,1508,594.2999878,213.3500061,2071.100098,370.8999939,310.6000061,3122,1015
19-03-2021,674.4000244,5301,1485,575,219.3999939,1988.300049,363.3500061,303.2999878,3032,978.25
22-03-2021,683.0499878,5458.899902,1497.099976,587.75,223.5500031,2075,372.7000122,308.8999939,3060,992
23-03-2021,731.4500122,5410,1475,577.9000244,225.6000061,2064,368.7000122,305,3139.75,1008.549988
24-03-2021,744,5368.049805,1494,580.6500244,221.4499969,2080.550049,368.8999939,304,3125,1009.75
25-03-2021,714,5305,1482.5,569,215.1999969,2050.550049,359.8999939,294.2999878,3120.949951,985.3499756
26-03-2021,705,5190,1492,582.2000122,213.8500061,2010,360,292,3083,976
30-03-2021,702,5220,1504.25,580.9000244,212.6999969,2009.699951,360.6499939,300,3080,1000
31-03-2021,709.0499878,5192,1549,588,213.5,2015.349976,361.1000061,298.6499939,3155,1024.449951
01-04-2021,715,5216,1502,587.7000122,219.8500061,2019.699951,366.6499939,306.5,3190,1004
05-04-2021,735.9500122,5270,1484.650024,593,218,2025,366,307.8999939,3171,991.75
06-04-2021,759,5045,1455,572.5,213.6000061,2001.25,355,305.6000061,3278,1007.5
07-04-2021,859.9500122,4989.950195,1437.349976,568.4000244,212.9499969,1992.199951,351,307.25,3262,992
08-04-2021,820.4000244,5099.950195,1450.349976,581.7000122,214.4499969,2010.050049,361.1000061,308.5499878,3267.350098,1003
09-04-2021,823.5999756,4997.75,1428.5,574.5,213.5,2003,355,314,3350,1029
12-04-2021,770,4712.100098,1399.650024,548.6500244,210.75,1956.050049,344,308.1000061,3330,1054
13-04-2021,749.7999878,4525,1369,539.25,205.6000061,1925,331,287.7000122,3230,1035
15-04-2021,730,4778,1401,564.2000122,209,1920.5,341.2000122,303.2000122,3145,1005
16-04-2021,751,4669.950195,1435,575,208.4499969,1944,343.7000122,302.3999939,3228.949951,994
19-04-2021,717.9500122,4478,1395,559.6500244,205.9499969,1901,328,292,3193.300049,1001.599976
20-04-2021,747.7999878,4588,1429.5,564.7000122,206.8000031,1914.699951,335,307.7999878,3215,996.5
22-04-2021,705,4549,1384,552.7999878,202,1896,324.5,294.8999939,3146.149902,966.2000122
23-04-2021,734.2999878,4622,1411.5,573.9000244,204.6499939,1903,332,292,3105,964
