,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open
,ACC.BO,AMBUJACEM.BO,BANKBARODA.BO,BHARATFORG.BO,DLF.BO,FEDERALBNK.BO,GAIL.BO,NAUKRI.BO,TATAPOWER.BO,VOLTAS.BO
Date,,,,,,,,,,
2018-02-28,1618.9000244140625,251.0,139.0,765.0,221.0,95.0999984741211,171.0000457763672,1239.75,85.19999694824219,607.0
2018-03-01,1620.0,253.6999969482422,142.0,794.0,224.3000030517578,94.6500015258789,170.8125457763672,1274.199951171875,85.0,615.0
2018-03-05,1621.199951171875,252.3000030517578,138.0,785.0,223.3000030517578,94.0999984741211,169.8750457763672,1297.8499755859375,84.30000305175781,607.0
2018-03-06,1614.0,250.0,140.89999389648438,770.0,223.60000610351562,93.0999984741211,166.5000457763672,1285.050048828125,82.9000015258789,632.0
2018-03-07,1604.9000244140625,241.0,133.5,762.0,215.0,91.5999984741211,164.66253662109375,1231.5999755859375,81.0,623.0
2018-03-08,1580.0,236.64999389648438,134.10000610351562,745.5499877929688,214.25,90.75,165.0937957763672,1238.9000244140625,78.9000015258789,631.0
2018-03-09,1552.0,239.0,134.60000610351562,749.5,218.5500030517578,93.9000015258789,164.3437957763672,1214.0,79.9000015258789,637.0
2018-03-12,1535.0,236.60000610351562,131.0500030517578,754.9500122070312,213.0,94.9000015258789,164.08128356933594,1265.050048828125,80.5,632.0
2018-03-13,1560.5,242.0,132.0500030517578,737.0,215.0,94.30000305175781,168.8437957763672,1254.949951171875,80.5,643.75
2018-03-14,1570.0,239.0,139.6999969482422,740.0,218.0,95.80000305175781,171.7500457763672,1278.550048828125,81.30000305175781,640.0
2018-03-15,1617.0999755859375,244.9499969482422,144.10000610351562,738.0,219.0,96.0,171.7500457763672,1270.0,80.3499984741211,641.0
2018-03-16,1600.1500244140625,242.1999969482422,143.85000610351562,735.0499877929688,225.60000610351562,94.80000305175781,168.3750457763672,1275.0,80.19999694824219,642.0
2018-03-19,1570.0,237.0,144.0,737.0,226.0,94.0,167.8125457763672,1283.0,80.44999694824219,629.1500244140625
2018-03-20,1556.0999755859375,230.0,131.5500030517578,703.0,212.0,90.69999694824219,165.39378356933594,1259.449951171875,78.75,621.3499755859375
2018-03-21,1579.25,230.0500030517578,137.0,707.1500244140625,218.0,92.05000305175781,168.112548828125,1272.4000244140625,80.19999694824219,610.0
2018-03-22,1561.550048828125,230.39999389648438,137.8000030517578,703.5999755859375,216.0,91.19999694824219,164.0625457763672,1255.0,79.69999694824219,611.0
2018-03-23,1539.050048828125,226.5,133.0,688.7999877929688,209.6999969482422,90.0,164.21253967285156,1247.4000244140625,79.3499984741211,605.0499877929688
2018-03-26,1526.0999755859375,225.35000610351562,132.60000610351562,685.0,203.6999969482422,90.5999984741211,165.05628967285156,1210.4000244140625,80.75,602.7999877929688
2018-03-27,1543.949951171875,230.60000610351562,145.1999969482422,702.5499877929688,210.1999969482422,92.0,159.5,1217.0,80.8499984741211,620.0
2018-03-28,1505.0,230.0,142.0,698.0,205.0,90.55000305175781,161.0,1184.8499755859375,80.0,622.9000244140625
2018-04-02,1500.0,233.3000030517578,141.0,700.1500244140625,205.0,89.5,164.5749969482422,1182.75,78.0999984741211,629.0
2018-04-03,1538.25,238.14999389648438,144.8000030517578,720.0,200.5,90.19999694824219,162.625,1239.0,81.9000015258789,640.7999877929688
2018-04-04,1552.5,238.8000030517578,146.0,726.2000122070312,204.89999389648438,92.0999984741211,164.77499389648438,1242.9000244140625,84.3499984741211,653.0
2018-04-05,1542.050048828125,237.14999389648438,143.0,720.5,203.3000030517578,92.5999984741211,166.27499389648438,1230.050048828125,83.30000305175781,626.1500244140625
2018-04-06,1556.75,236.5,148.0,730.0,205.0,93.6500015258789,165.5,1209.199951171875,83.94999694824219,632.7999877929688
2018-04-09,1547.4000244140625,239.0,151.89999389648438,733.5,203.0,97.5,167.5,1200.0,84.0,633.0499877929688
2018-04-10,1544.25,238.0,154.25,728.7000122070312,206.5,101.0999984741211,166.89999389648438,1215.0,85.0999984741211,636.5499877929688
2018-04-11,1534.0999755859375,235.0500030517578,153.0,735.0,213.5,97.30000305175781,165.52499389648438,1210.050048828125,87.1500015258789,638.0999755859375
2018-04-12,1532.0,238.0,149.5500030517578,737.9500122070312,213.0500030517578,98.80000305175781,163.0,1235.699951171875,86.0999984741211,637.0
2018-04-13,1520.1500244140625,236.35000610351562,149.10000610351562,735.0,211.0,99.5,163.0500030517578,1239.8499755859375,87.0999984741211,639.0
2018-04-16,1533.0,237.85000610351562,149.0,733.2999877929688,208.0,98.80000305175781,164.0,1246.0,87.0,633.0
2018-04-17,1577.199951171875,242.0,150.60000610351562,738.0,215.5,99.0,161.02499389648438,1225.9000244140625,87.6500015258789,647.4500122070312
2018-04-18,1600.0,245.10000610351562,148.14999389648438,739.0,218.0,100.9000015258789,163.0,1240.0,87.9000015258789,642.0
2018-04-19,1605.0,245.60000610351562,142.10000610351562,738.0499877929688,214.0,99.8499984741211,165.75,1222.0,87.30000305175781,644.0
2018-04-20,1575.0,245.0,144.10000610351562,750.0,214.0,98.9000015258789,169.25,1213.050048828125,86.9000015258789,636.5499877929688
2018-04-23,1578.5,244.0,143.14999389648438,765.0,209.5,96.55000305175781,166.5,1205.0,86.0,634.0
2018-04-24,1574.0999755859375,245.60000610351562,143.0,756.0999755859375,210.14999389648438,97.1500015258789,166.27499389648438,1217.0,84.5999984741211,656.0
2018-04-25,1563.4000244140625,245.0500030517578,140.39999389648438,753.0,215.0,97.0,168.5500030517578,1239.949951171875,84.5,639.0
2018-04-26,1569.1500244140625,244.10000610351562,136.6999969482422,765.0,220.3000030517578,96.0,163.8000030517578,1216.0,85.94999694824219,637.75
2018-04-27,1545.0,241.8000030517578,137.39999389648438,773.7999877929688,217.14999389648438,97.5,162.75,1222.1500244140625,85.94999694824219,637.0
2018-04-30,1565.3499755859375,244.3000030517578,144.3000030517578,774.5,226.0,98.5,165.97500610351562,1209.0,88.0,636.9500122070312
2018-05-02,1585.0,249.35000610351562,146.0,763.0,222.5,99.5,162.97500610351562,1238.0,88.55000305175781,643.5999755859375
2018-05-03,1555.0,243.3000030517578,145.3000030517578,765.75,211.0500030517578,98.30000305175781,162.0,1221.0,88.4000015258789,632.0
2018-05-04,1538.0,243.1999969482422,142.0,746.0,214.0,98.0,160.5,1223.550048828125,85.0999984741211,615.0
2018-05-07,1550.0,237.6999969482422,142.6999969482422,732.0499877929688,213.8000030517578,100.55000305175781,165.0,1201.0,85.0,615.75
2018-05-08,1528.4000244140625,234.85000610351562,143.1999969482422,743.4000244140625,217.60000610351562,102.44999694824219,171.9499969482422,1215.6500244140625,85.44999694824219,628.0
2018-05-09,1520.0,228.85000610351562,144.8000030517578,737.7000122070312,222.39999389648438,104.0,170.75,1200.1500244140625,84.25,621.2000122070312
2018-05-10,1512.3499755859375,225.0,144.3000030517578,731.5499877929688,223.0,93.0999984741211,171.6750030517578,1221.300048828125,82.80000305175781,624.9500122070312
2018-05-11,1500.0,218.60000610351562,139.5,726.0,213.5,89.94999694824219,170.6750030517578,1214.9000244140625,81.3499984741211,595.5999755859375
2018-05-14,1472.9000244140625,216.39999389648438,141.0,729.9500122070312,212.10000610351562,89.1500015258789,171.3249969482422,1221.0,81.44999694824219,615.9000244140625
2018-05-15,1443.25,216.5500030517578,142.0,739.0,207.0,89.05000305175781,171.1750030517578,1200.0,81.0,596.0
2018-05-16,1409.4000244140625,213.0,139.0,723.0999755859375,203.3000030517578,86.0999984741211,168.0,1185.0,81.9000015258789,597.0
2018-05-17,1418.0,211.75,132.4499969482422,732.25,207.0,84.75,169.0,1186.699951171875,81.19999694824219,595.0
2018-05-18,1404.9000244140625,220.0,133.0,726.2999877929688,206.0,83.5,165.0,1170.0,81.0999984741211,557.0
2018-05-21,1373.699951171875,211.64999389648438,127.19999694824219,722.75,197.25,82.94999694824219,163.0,1197.5,80.1500015258789,551.0
2018-05-22,1347.0,210.0,129.6999969482422,696.0,194.0,81.05000305175781,161.0,1182.3499755859375,78.94999694824219,549.0
2018-05-23,1320.0,207.0,131.0,682.0,197.14999389648438,82.3499984741211,163.9499969482422,1174.800048828125,78.55000305175781,550.1500244140625
2018-05-24,1314.050048828125,209.35000610351562,138.8000030517578,678.9000244140625,197.0,82.69999694824219,165.0,1174.800048828125,77.8499984741211,541.25
2018-05-25,1332.800048828125,214.5,139.0,652.0,196.0500030517578,82.69999694824219,155.5,1175.5,76.3499984741211,533.0
2018-05-28,1326.0,213.0,142.5,671.4000244140625,204.14999389648438,85.80000305175781,160.52499389648438,1162.5,81.4000015258789,546.0
2018-05-29,1335.0,212.0,145.39999389648438,668.8499755859375,205.5,86.05000305175781,167.47500610351562,1182.5,82.69999694824219,559.6500244140625
2018-05-30,1310.0,209.75,139.0,659.9000244140625,203.0500030517578,86.0,171.5749969482422,1232.0,82.44999694824219,540.0
2018-05-31,1308.75,210.0,138.8000030517578,667.0,208.3000030517578,86.05000305175781,172.5,1305.0,83.5,552.0
2018-06-01,1360.800048828125,205.1999969482422,137.25,650.0,209.5500030517578,85.0,175.0,1240.050048828125,80.94999694824219,534.0
2018-06-04,1325.0999755859375,207.0,136.10000610351562,648.0,207.0,83.0,172.47500610351562,1235.0,79.69999694824219,539.75
2018-06-05,1301.050048828125,201.60000610351562,132.0,635.0,197.10000610351562,82.5,168.47500610351562,1189.8499755859375,77.0,533.0
2018-06-06,1294.75,201.8000030517578,127.0,644.7000122070312,197.14999389648438,82.9000015258789,166.5,1197.050048828125,78.05000305175781,510.0
2018-06-07,1327.4000244140625,206.0,131.0,650.7000122070312,201.0,83.4000015258789,165.0,1217.4000244140625,79.5,530.0
2018-06-08,1315.0,205.89999389648438,131.0,652.3499755859375,202.14999389648438,86.0,168.0,1205.800048828125,78.0,522.6500244140625
2018-06-11,1315.5,206.5,133.1999969482422,656.4000244140625,206.0,86.4000015258789,172.0,1205.699951171875,77.94999694824219,532.7999877929688
2018-06-12,1322.5999755859375,206.0,133.89999389648438,645.0999755859375,202.4499969482422,87.5,173.0,1204.5999755859375,79.4000015258789,520.0
2018-06-13,1317.0,209.0,134.3000030517578,660.0,205.89999389648438,90.9000015258789,172.1999969482422,1239.699951171875,78.4000015258789,549.9000244140625
2018-06-14,1332.949951171875,209.89999389648438,136.8000030517578,655.0,203.64999389648438,86.0,172.5,1211.0,77.94999694824219,525.0
2018-06-15,1310.050048828125,205.0,134.8000030517578,648.0,205.35000610351562,85.30000305175781,169.5,1264.4000244140625,77.5,525.2000122070312
2018-06-18,1304.0,204.3000030517578,131.39999389648438,650.0,200.14999389648438,83.55000305175781,167.5,1225.0,76.94999694824219,519.6500244140625
2018-06-19,1295.550048828125,203.6999969482422,130.89999389648438,638.7000122070312,200.1999969482422,84.0,168.75,1190.0,75.0,519.0
2018-06-20,1285.199951171875,201.3000030517578,128.1999969482422,636.0,196.8000030517578,82.9000015258789,172.4250030517578,1198.800048828125,73.5,516.1500244140625
2018-06-21,1276.5999755859375,198.0500030517578,125.94999694824219,631.4000244140625,201.5,83.80000305175781,171.0749969482422,1195.0,74.55000305175781,526.5
2018-06-22,1275.0,196.39999389648438,122.0999984741211,606.0,200.0,83.0,171.25,1182.550048828125,74.0999984741211,517.4500122070312
2018-06-25,1305.0,204.75,121.75,620.0,201.0,82.4000015258789,170.4499969482422,1204.4000244140625,76.69999694824219,520.7000122070312
2018-06-26,1316.0,206.8000030517578,116.0,605.0,195.0,82.05000305175781,171.0,1184.0,76.25,512.7999877929688
2018-06-27,1363.0,215.39999389648438,117.5999984741211,612.0,195.89999389648438,83.1500015258789,172.5,1205.0,74.0999984741211,529.9000244140625
2018-06-28,1300.0,204.89999389648438,114.0,594.0,190.5,82.55000305175781,162.85000610351562,1171.0,71.05000305175781,535.0
2018-06-29,1302.0,203.0,113.75,602.0,184.0,78.80000305175781,160.0,1137.050048828125,71.5999984741211,514.5
2018-07-02,1342.0,208.0,113.5,615.0,187.0,83.9000015258789,170.89999389648438,1192.0,73.1500015258789,525.0
2018-07-03,1319.5,201.60000610351562,113.5,611.0,184.5,80.5999984741211,172.35000610351562,1200.0,72.19999694824219,515.5
2018-07-04,1337.0,201.60000610351562,115.0,615.0,186.0,83.19999694824219,172.5,1173.699951171875,72.0999984741211,525.0
2018-07-05,1355.5,202.10000610351562,113.25,643.7999877929688,186.39999389648438,83.30000305175781,174.14999389648438,1155.0,71.5999984741211,526.6500244140625
2018-07-06,1392.0,207.3000030517578,114.4000015258789,620.0,181.3000030517578,81.0,173.0500030517578,1238.8499755859375,71.05000305175781,516.25
2018-07-09,1377.8499755859375,211.1999969482422,116.0,635.0,187.0,81.75,170.0749969482422,1223.199951171875,71.5999984741211,523.0999755859375
2018-07-10,1389.0,207.35000610351562,118.0,652.0,190.0,85.19999694824219,173.4250030517578,1261.0,73.44999694824219,536.0999755859375
2018-07-11,1372.5999755859375,205.0,119.4000015258789,642.25,194.39999389648438,83.1500015258789,182.5,1297.0,72.9000015258789,534.0499877929688
2018-07-12,1363.1500244140625,203.5500030517578,117.4000015258789,637.2999877929688,192.89999389648438,82.5,179.0,1337.0,71.5,542.0
2018-07-13,1355.0999755859375,202.4499969482422,119.0,621.0499877929688,189.5500030517578,80.9000015258789,178.6999969482422,1320.0,69.6500015258789,546.75
2018-07-16,1335.949951171875,197.89999389648438,117.0999984741211,606.5,187.89999389648438,78.19999694824219,178.5,1300.0,70.0,537.4000244140625
2018-07-17,1273.0999755859375,190.6999969482422,113.9000015258789,586.0,177.0,74.94999694824219,178.0,1246.0,69.05000305175781,544.0
2018-07-18,1294.5999755859375,196.89999389648438,121.0,622.0,181.14999389648438,90.05000305175781,180.625,1264.550048828125,71.0,555.0
2018-07-19,1292.800048828125,195.14999389648438,119.9000015258789,600.0,172.0,87.4000015258789,179.875,1325.0,70.0,538.1500244140625
2018-07-20,1288.5999755859375,192.1999969482422,119.3499984741211,576.0,170.10000610351562,86.0,179.02499389648438,1280.0,68.5,535.2000122070312
2018-07-23,1304.0,196.0,121.69999694824219,587.2000122070312,170.5,86.0,180.0,1272.5999755859375,68.0,562.5
2018-07-24,1395.0999755859375,202.0,126.25,601.0,179.0,87.80000305175781,179.39999389648438,1340.0,68.0999984741211,574.0
2018-07-25,1479.0,215.0,132.25,607.5499877929688,189.8000030517578,87.8499984741211,185.0,1358.699951171875,68.0,585.0
2018-07-26,1464.9000244140625,214.5,133.0,621.0,184.0,87.4000015258789,183.89999389648438,1475.0,68.0,579.0
2018-07-27,1538.0,224.8000030517578,139.0,635.0,191.0,88.9000015258789,185.0,1422.0,71.75,571.0
2018-07-30,1531.449951171875,227.4499969482422,147.10000610351562,632.9500122070312,191.0,91.44999694824219,190.0,1400.0,72.0,575.0
2018-07-31,1506.5999755859375,225.75,151.89999389648438,627.9000244140625,188.6999969482422,90.5,189.9499969482422,1352.0,73.8499984741211,569.9500122070312
2018-08-01,1532.5999755859375,230.0,152.8000030517578,641.0,197.89999389648438,89.25,186.0,1375.0,74.5,567.8499755859375
2018-08-02,1536.5999755859375,232.10000610351562,148.39999389648438,642.5499877929688,191.89999389648438,87.0,187.75,1368.5,73.0,569.0
2018-08-03,1543.0,229.0,147.10000610351562,643.0,188.0500030517578,88.19999694824219,189.0,1372.3499755859375,72.0,572.75
2018-08-06,1519.25,227.9499969482422,151.1999969482422,650.0,189.14999389648438,88.80000305175781,194.02499389648438,1342.0,72.5,580.0
2018-08-07,1532.5,229.0,150.10000610351562,647.9000244140625,190.1999969482422,88.6500015258789,190.8249969482422,1400.0,72.5,572.0
2018-08-08,1535.0,229.75,146.6999969482422,640.0499877929688,187.6999969482422,87.44999694824219,189.39999389648438,1476.3499755859375,70.5,577.0
2018-08-09,1540.300048828125,231.89999389648438,150.75,647.0,190.89999389648438,89.4000015258789,189.35000610351562,1473.1500244140625,70.0,593.0
2018-08-10,1577.050048828125,232.5500030517578,153.6999969482422,637.9000244140625,202.0,89.5,187.9499969482422,1481.0,70.19999694824219,598.0
2018-08-13,1545.6500244140625,226.3000030517578,146.0,623.0499877929688,196.4499969482422,88.5,182.0,1485.0,69.25,616.7000122070312
2018-08-14,1524.300048828125,220.64999389648438,147.9499969482422,606.0,195.0,87.5999984741211,187.8000030517578,1483.5999755859375,68.8499984741211,618.0499877929688
2018-08-16,1563.8499755859375,225.0500030517578,146.5500030517578,619.9500122070312,201.75,88.80000305175781,190.0,1465.0999755859375,68.5,612.5
2018-08-17,1574.699951171875,227.0,144.89999389648438,622.5,209.0,89.69999694824219,196.5500030517578,1439.0,67.5,609.0
2018-08-20,1605.0,228.1999969482422,147.10000610351562,635.0,213.0,86.44999694824219,197.39999389648438,1478.0,68.94999694824219,617.0999755859375
2018-08-21,1595.0,231.1999969482422,153.5,646.1500244140625,213.0,82.0,189.125,1473.6500244140625,70.5999984741211,621.0
2018-08-23,1650.0,241.1999969482422,151.5,643.0,209.0,83.0,189.27499389648438,1520.0,73.0,614.4500122070312
2018-08-24,1645.0,236.5,148.89999389648438,655.0,212.5,82.0,194.5,1611.0,71.0999984741211,607.5499877929688
2018-08-27,1645.050048828125,236.60000610351562,148.60000610351562,658.0,213.3000030517578,81.6500015258789,190.5,1572.6500244140625,72.0,612.5999755859375
2018-08-28,1656.050048828125,243.0,150.0,648.0,214.14999389648438,75.0,192.625,1550.0,75.44999694824219,624.0
2018-08-29,1620.0,237.89999389648438,145.0,661.9000244140625,213.1999969482422,80.69999694824219,183.0,1563.800048828125,74.75,634.0
2018-08-30,1618.0,237.5,146.60000610351562,669.9500122070312,218.5,81.30000305175781,185.9499969482422,1573.0,77.25,628.75
2018-08-31,1627.0,237.5,149.39999389648438,672.0,220.10000610351562,80.3499984741211,189.0,1599.949951171875,76.0,621.0999755859375
2018-09-03,1642.0,240.60000610351562,152.75,680.0,212.5,81.1500015258789,187.5,1645.0,77.0,619.0
2018-09-04,1656.25,240.25,152.6999969482422,669.4000244140625,210.0,80.80000305175781,184.47500610351562,1666.0999755859375,78.80000305175781,601.7000122070312
2018-09-05,1590.0,228.0,146.0,649.75,201.5,77.8499984741211,179.8249969482422,1657.0,73.5,602.0
2018-09-06,1560.1500244140625,227.89999389648438,146.89999389648438,674.9000244140625,204.0500030517578,78.5,182.4499969482422,1663.0999755859375,75.0,593.25
2018-09-07,1561.0,232.1999969482422,146.5,673.9000244140625,206.0,77.44999694824219,185.5,1679.0,74.9000015258789,597.9000244140625
2018-09-10,1569.9000244140625,227.4499969482422,147.85000610351562,691.9500122070312,206.0500030517578,78.30000305175781,188.64999389648438,1645.949951171875,75.25,598.5499877929688
2018-09-11,1534.0,220.0,148.25,672.9500122070312,206.5500030517578,75.80000305175781,190.125,1625.3499755859375,73.55000305175781,584.2000122070312
2018-09-12,1524.3499755859375,220.6999969482422,141.39999389648438,662.9500122070312,199.39999389648438,75.80000305175781,186.0500030517578,1641.949951171875,74.5,576.0499877929688
2018-09-14,1573.199951171875,226.89999389648438,135.0,667.7000122070312,202.5,76.30000305175781,185.5,1617.1500244140625,73.5999984741211,592.0
2018-09-17,1597.0,229.64999389648438,133.9499969482422,666.4500122070312,208.1999969482422,77.80000305175781,185.0,1634.0,76.4000015258789,613.0
2018-09-18,1584.300048828125,227.89999389648438,121.5999984741211,658.7000122070312,212.0,78.0,187.0,1583.300048828125,78.25,599.5
2018-09-19,1571.5999755859375,226.0,112.0,630.0,201.5,75.5999984741211,187.5500030517578,1521.0999755859375,75.69999694824219,581.0
2018-09-21,1565.0,225.0500030517578,116.69999694824219,642.2000122070312,201.8000030517578,76.05000305175781,195.0,1507.949951171875,76.0,575.0
2018-09-24,1531.0,225.8000030517578,112.19999694824219,628.0499877929688,201.0,73.55000305175781,195.0,1524.0,73.5,569.9000244140625
2018-09-25,1526.0,217.25,108.4000015258789,611.2000122070312,185.0,71.5999984741211,190.0,1530.0,69.80000305175781,569.2999877929688
2018-09-26,1574.0999755859375,225.89999389648438,110.3499984741211,622.0,179.8000030517578,72.4000015258789,185.0,1523.199951171875,70.5,580.0
2018-09-27,1590.0,227.6999969482422,109.0,624.9500122070312,182.1999969482422,71.9000015258789,187.5500030517578,1525.0,70.0,550.0999755859375
2018-09-28,1578.699951171875,226.35000610351562,105.5999984741211,618.3499755859375,172.64999389648438,70.5,192.5,1382.050048828125,68.9000015258789,540.0
2018-10-01,1555.1500244140625,224.75,100.0,607.0,160.0,71.30000305175781,189.5,1426.0999755859375,66.0,526.0499877929688
2018-10-03,1566.0,222.0500030517578,103.0,618.0,159.8000030517578,73.1500015258789,190.0,1418.199951171875,68.05000305175781,539.0
2018-10-04,1495.0,211.0,100.3499984741211,604.0,150.39999389648438,68.5,192.5,1350.0,67.4000015258789,522.5
2018-10-05,1505.0999755859375,211.10000610351562,103.3499984741211,590.0,155.89999389648438,68.0,175.5,1370.75,68.0,514.1500244140625
2018-10-08,1483.5,205.3000030517578,99.55000305175781,578.0,148.0,68.30000305175781,166.0,1469.949951171875,63.0,509.95001220703125
2018-10-09,1488.1500244140625,210.0,98.94999694824219,570.0,154.0,71.0,172.375,1415.3499755859375,62.349998474121094,480.6499938964844
2018-10-10,1464.0,206.39999389648438,94.0,567.0499877929688,155.10000610351562,71.0,167.5,1450.0,60.75,492.0
2018-10-11,1442.0,206.0,90.69999694824219,553.0499877929688,152.0,72.0,167.5,1430.0,63.45000076293945,505.8999938964844
2018-10-12,1451.6500244140625,208.0500030517578,96.1500015258789,556.0999755859375,155.25,71.5,177.3000030517578,1455.5,63.29999923706055,500.0
2018-10-15,1505.5,221.4499969482422,96.19999694824219,578.9000244140625,158.10000610351562,74.30000305175781,180.0,1573.9000244140625,70.0,522.0
2018-10-16,1530.0,218.89999389648438,98.0999984741211,580.3499755859375,159.0,76.9000015258789,175.0,1538.3499755859375,71.44999694824219,505.75
2018-10-17,1546.0,221.9499969482422,102.5,588.2000122070312,160.5,82.5,179.47500610351562,1554.25,74.0,515.3499755859375
